year,team0,team1,region,round,winner,pts_team0,ptspg_team0,fgm_team0,fga_team0,fgp_team0,3pm_team0,3pa_team0,3pp_team0,ftm_team0,fta_team0,ftp_team0,orb_team0,orbpg_team0,drb_team0,drbpg_team0,reb_team0,rebpg_team0,ast_team0,astpg_team0,stl_team0,stlpg_team0,blk_team0,blkpg_team0,tov_team0,tovpg_team0,pf_team0,pfpg_team0,seed_team0,wins_team0,losses_team0,winp_team0,cwins_team0,closses_team0,cwinp_team0,pts_team1,ptspg_team1,fgm_team1,fga_team1,fgp_team1,3pm_team1,3pa_team1,3pp_team1,ftm_team1,fta_team1,ftp_team1,orb_team1,orbpg_team1,drb_team1,drbpg_team1,reb_team1,rebpg_team1,ast_team1,astpg_team1,stl_team1,stlpg_team1,blk_team1,blkpg_team1,tov_team1,tovpg_team1,pf_team1,pfpg_team1,seed_team1,wins_team1,losses_team1,winp_team1,cwins_team1,closses_team1,cwinp_team1,pts_diff,ptspg_diff,fgm_diff,fga_diff,fgp_diff,3pm_diff,3pa_diff,3pp_diff,ftm_diff,fta_diff,ftp_diff,orb_diff,orbpg_diff,drb_diff,drbpg_diff,reb_diff,rebpg_diff,ast_diff,astpg_diff,stl_diff,stlpg_diff,blk_diff,blkpg_diff,tov_diff,tovpg_diff,pf_diff,pfpg_diff,seed_diff,wins_diff,losses_diff,winp_diff,cwins_diff,closses_diff,cwinp_diff
2006,Nevada,Montana,Midwest Regional,1,1,2322.0,72.562,833.0,1831.0,0.455,174.0,480.0,0.362,482.0,672.0,0.717,359.0,11.219,786.0,24.562,1145.0,35.781,499.0,15.594,174.0,5.438,153.0,4.781,414.0,12.938,509.0,15.906,5.0,26.0,6.0,0.812,13.0,3.0,0.812,2306.0,79.517,827.0,1671.0,0.495,215.0,558.0,0.385,437.0,615.0,0.711,320.0,11.034,700.0,24.138,1021.0,35.207,528.0,18.207,224.0,7.724,90.0,3.103,412.0,14.207,537.0,18.517,12.0,24.0,5.0,0.828,10.0,4.0,0.714,16.0,-6.954999999999998,6.0,160.0,-0.03999999999999998,-41.0,-78.0,-0.02300000000000002,45.0,57.0,0.006000000000000005,39.0,0.18499999999999872,86.0,0.4239999999999995,124.0,0.5739999999999981,-29.0,-2.6130000000000013,-50.0,-2.2860000000000005,63.0,1.6779999999999995,2.0,-1.2690000000000001,-28.0,-2.610999999999999,-7.0,2.0,1.0,-0.015999999999999903,3.0,-1.0,0.09800000000000009
2006,Boston College,Pacific,Midwest Regional,1,0,2455.0,74.394,870.0,1790.0,0.486,192.0,526.0,0.365,523.0,778.0,0.672,395.0,11.97,711.0,21.545,1105.0,33.485,583.0,17.667,203.0,6.152,144.0,4.364,429.0,13.0,537.0,16.273,4.0,26.0,7.0,0.788,11.0,5.0,0.688,2301.0,74.226,832.0,1700.0,0.489,205.0,528.0,0.388,432.0,580.0,0.745,276.0,8.903,751.0,24.226,1026.0,33.097,496.0,16.0,184.0,5.935,65.0,2.097,399.0,12.871,479.0,15.452,13.0,24.0,7.0,0.774,12.0,2.0,0.857,154.0,0.16800000000000637,38.0,90.0,-0.0030000000000000027,-13.0,-2.0,-0.02300000000000002,91.0,198.0,-0.07299999999999995,119.0,3.067,-40.0,-2.6809999999999974,79.0,0.3879999999999981,87.0,1.6670000000000016,19.0,0.21700000000000053,79.0,2.267,30.0,0.12899999999999956,58.0,0.8209999999999997,-9.0,2.0,0.0,0.014000000000000012,-1.0,3.0,-0.16900000000000004
2006,Oklahoma,Milwaukee,Midwest Regional,1,1,1921.0,68.607,684.0,1525.0,0.449,169.0,471.0,0.359,384.0,537.0,0.715,392.0,14.0,763.0,27.25,1155.0,41.25,404.0,14.429,199.0,7.107,96.0,3.429,387.0,13.821,474.0,16.929,6.0,19.0,9.0,0.679,11.0,5.0,0.688,2152.0,74.207,750.0,1716.0,0.437,191.0,569.0,0.336,461.0,670.0,0.688,383.0,13.207,648.0,22.345,1032.0,35.586,368.0,12.69,203.0,7.0,86.0,2.966,392.0,13.517,562.0,19.379,11.0,22.0,7.0,0.759,12.0,4.0,0.75,-231.0,-5.599999999999994,-66.0,-191.0,0.01200000000000001,-22.0,-98.0,0.022999999999999965,-77.0,-133.0,0.027000000000000024,9.0,0.7929999999999993,115.0,4.905000000000001,123.0,5.6640000000000015,36.0,1.7390000000000008,-4.0,0.1070000000000002,10.0,0.46299999999999963,-5.0,0.30400000000000027,-88.0,-2.450000000000003,-5.0,-3.0,2.0,-0.07999999999999996,-1.0,1.0,-0.062000000000000055
2006,Florida,South Alabama,Midwest Regional,1,0,2616.0,79.273,912.0,1795.0,0.508,244.0,619.0,0.394,548.0,746.0,0.735,340.0,10.303,789.0,23.909,1129.0,34.212,562.0,17.03,265.0,8.03,163.0,4.939,485.0,14.697,532.0,16.121,3.0,28.0,5.0,0.848,10.0,6.0,0.625,2233.0,74.433,778.0,1705.0,0.456,258.0,708.0,0.364,419.0,594.0,0.705,336.0,11.2,652.0,21.733,988.0,32.933,428.0,14.267,257.0,8.567,40.0,1.333,397.0,13.233,560.0,18.667,14.0,24.0,6.0,0.8,12.0,3.0,0.8,383.0,4.839999999999989,134.0,90.0,0.05199999999999999,-14.0,-89.0,0.030000000000000027,129.0,152.0,0.030000000000000027,4.0,-0.8969999999999985,137.0,2.1759999999999984,141.0,1.2790000000000035,134.0,2.7630000000000017,8.0,-0.5370000000000008,123.0,3.606,88.0,1.4639999999999986,-28.0,-2.546000000000003,-11.0,4.0,-1.0,0.04799999999999993,-2.0,3.0,-0.17500000000000004
2006,Georgetown,Northern Iowa,Midwest Regional,1,0,2000.0,66.667,719.0,1524.0,0.472,207.0,574.0,0.361,355.0,504.0,0.704,291.0,9.7,621.0,20.7,912.0,30.4,466.0,15.533,181.0,6.033,106.0,3.533,339.0,11.3,448.0,14.933,7.0,22.0,8.0,0.733,10.0,6.0,0.625,2116.0,66.125,737.0,1614.0,0.457,212.0,616.0,0.344,430.0,596.0,0.721,250.0,7.812,757.0,23.656,1006.0,31.438,429.0,13.406,175.0,5.469,121.0,3.781,388.0,12.125,463.0,14.469,10.0,23.0,9.0,0.719,11.0,7.0,0.611,-116.0,0.5420000000000016,-18.0,-90.0,0.014999999999999958,-5.0,-42.0,0.017000000000000015,-75.0,-92.0,-0.017000000000000015,41.0,1.887999999999999,-136.0,-2.9559999999999995,-94.0,-1.0380000000000003,37.0,2.126999999999999,6.0,0.5640000000000001,-15.0,-0.24800000000000022,-49.0,-0.8249999999999993,-15.0,0.4640000000000004,-3.0,-1.0,-1.0,0.014000000000000012,-1.0,-1.0,0.014000000000000012
2006,Ohio State,Davidson,Midwest Regional,1,0,2241.0,74.7,788.0,1675.0,0.47,252.0,678.0,0.372,413.0,574.0,0.72,277.0,9.233,690.0,23.0,967.0,32.233,471.0,15.7,210.0,7.0,81.0,2.7,362.0,12.067,462.0,15.4,2.0,24.0,6.0,0.8,12.0,4.0,0.75,2341.0,78.033,829.0,1817.0,0.456,272.0,729.0,0.373,411.0,540.0,0.761,342.0,11.4,759.0,25.3,1101.0,36.7,554.0,18.467,150.0,5.0,48.0,1.6,383.0,12.767,549.0,18.3,15.0,20.0,10.0,0.667,10.0,5.0,0.667,-100.0,-3.3329999999999984,-41.0,-142.0,0.013999999999999957,-20.0,-51.0,-0.0010000000000000009,2.0,34.0,-0.041000000000000036,-65.0,-2.167,-69.0,-2.3000000000000007,-134.0,-4.467000000000006,-83.0,-2.7669999999999995,60.0,2.0,33.0,1.1,-21.0,-0.6999999999999993,-87.0,-2.9000000000000004,-13.0,4.0,-4.0,0.133,2.0,-1.0,0.08299999999999996
2006,Villanova,Arizona,Midwest Regional,2,0,2187.0,75.414,726.0,1705.0,0.426,264.0,683.0,0.387,471.0,627.0,0.751,340.0,11.724,622.0,21.448,961.0,33.138,366.0,12.621,220.0,7.586,146.0,5.034,322.0,11.103,533.0,18.379,1.0,24.0,5.0,0.828,14.0,2.0,0.875,2261.0,72.935,846.0,1913.0,0.442,132.0,418.0,0.316,437.0,624.0,0.7,383.0,12.355,611.0,19.71,995.0,32.097,458.0,14.774,306.0,9.871,117.0,3.774,418.0,13.484,511.0,16.484,8.0,19.0,12.0,0.613,11.0,7.0,0.611,-74.0,2.478999999999999,-120.0,-208.0,-0.016000000000000014,132.0,265.0,0.07100000000000001,34.0,3.0,0.051000000000000045,-43.0,-0.6310000000000002,11.0,1.7379999999999995,-34.0,1.0409999999999968,-92.0,-2.1529999999999987,-86.0,-2.285,29.0,1.2599999999999998,-96.0,-2.3810000000000002,22.0,1.8949999999999996,-7.0,5.0,-7.0,0.21499999999999997,3.0,-5.0,0.264
2006,Boston College,Montana,Midwest Regional,2,0,2455.0,74.394,870.0,1790.0,0.486,192.0,526.0,0.365,523.0,778.0,0.672,395.0,11.97,711.0,21.545,1105.0,33.485,583.0,17.667,203.0,6.152,144.0,4.364,429.0,13.0,537.0,16.273,4.0,26.0,7.0,0.788,11.0,5.0,0.688,2306.0,79.517,827.0,1671.0,0.495,215.0,558.0,0.385,437.0,615.0,0.711,320.0,11.034,700.0,24.138,1021.0,35.207,528.0,18.207,224.0,7.724,90.0,3.103,412.0,14.207,537.0,18.517,12.0,24.0,5.0,0.828,10.0,4.0,0.714,149.0,-5.1229999999999905,43.0,119.0,-0.009000000000000008,-23.0,-32.0,-0.020000000000000018,86.0,163.0,-0.038999999999999924,75.0,0.9359999999999999,11.0,-2.593,84.0,-1.7220000000000013,55.0,-0.5399999999999991,-21.0,-1.572,54.0,1.2609999999999997,17.0,-1.2070000000000007,0.0,-2.2439999999999998,-8.0,2.0,2.0,-0.039999999999999925,1.0,1.0,-0.026000000000000023
2006,Florida,Milwaukee,Midwest Regional,2,0,2616.0,79.273,912.0,1795.0,0.508,244.0,619.0,0.394,548.0,746.0,0.735,340.0,10.303,789.0,23.909,1129.0,34.212,562.0,17.03,265.0,8.03,163.0,4.939,485.0,14.697,532.0,16.121,3.0,28.0,5.0,0.848,10.0,6.0,0.625,2152.0,74.207,750.0,1716.0,0.437,191.0,569.0,0.336,461.0,670.0,0.688,383.0,13.207,648.0,22.345,1032.0,35.586,368.0,12.69,203.0,7.0,86.0,2.966,392.0,13.517,562.0,19.379,11.0,22.0,7.0,0.759,12.0,4.0,0.75,464.0,5.0660000000000025,162.0,79.0,0.07100000000000001,53.0,50.0,0.057999999999999996,87.0,76.0,0.04700000000000004,-43.0,-2.904,141.0,1.564,97.0,-1.3739999999999952,194.0,4.340000000000002,62.0,1.0299999999999994,77.0,1.9729999999999999,93.0,1.1799999999999997,-30.0,-3.2580000000000027,-8.0,6.0,-2.0,0.08899999999999997,-2.0,2.0,-0.125
2006,Ohio State,Georgetown,Midwest Regional,2,1,2241.0,74.7,788.0,1675.0,0.47,252.0,678.0,0.372,413.0,574.0,0.72,277.0,9.233,690.0,23.0,967.0,32.233,471.0,15.7,210.0,7.0,81.0,2.7,362.0,12.067,462.0,15.4,2.0,24.0,6.0,0.8,12.0,4.0,0.75,2000.0,66.667,719.0,1524.0,0.472,207.0,574.0,0.361,355.0,504.0,0.704,291.0,9.7,621.0,20.7,912.0,30.4,466.0,15.533,181.0,6.033,106.0,3.533,339.0,11.3,448.0,14.933,7.0,22.0,8.0,0.733,10.0,6.0,0.625,241.0,8.033000000000001,69.0,151.0,-0.0020000000000000018,45.0,104.0,0.01100000000000001,58.0,70.0,0.016000000000000014,-14.0,-0.46699999999999875,69.0,2.3000000000000007,55.0,1.8329999999999984,5.0,0.16699999999999982,29.0,0.9669999999999996,-25.0,-0.8329999999999997,23.0,0.7669999999999995,14.0,0.4670000000000005,-5.0,2.0,-2.0,0.06700000000000006,2.0,-2.0,0.125
2006,Villanova,Boston College,Midwest Regional,3,0,2187.0,75.414,726.0,1705.0,0.426,264.0,683.0,0.387,471.0,627.0,0.751,340.0,11.724,622.0,21.448,961.0,33.138,366.0,12.621,220.0,7.586,146.0,5.034,322.0,11.103,533.0,18.379,1.0,24.0,5.0,0.828,14.0,2.0,0.875,2455.0,74.394,870.0,1790.0,0.486,192.0,526.0,0.365,523.0,778.0,0.672,395.0,11.97,711.0,21.545,1105.0,33.485,583.0,17.667,203.0,6.152,144.0,4.364,429.0,13.0,537.0,16.273,4.0,26.0,7.0,0.788,11.0,5.0,0.688,-268.0,1.019999999999996,-144.0,-85.0,-0.06,72.0,157.0,0.02200000000000002,-52.0,-151.0,0.07899999999999996,-55.0,-0.24600000000000044,-89.0,-0.09700000000000131,-144.0,-0.3470000000000013,-217.0,-5.046000000000001,17.0,1.4340000000000002,2.0,0.6699999999999999,-107.0,-1.8970000000000002,-4.0,2.1060000000000016,-3.0,-2.0,-2.0,0.039999999999999925,3.0,-3.0,0.18700000000000006
2006,Florida,Georgetown,Midwest Regional,3,0,2616.0,79.273,912.0,1795.0,0.508,244.0,619.0,0.394,548.0,746.0,0.735,340.0,10.303,789.0,23.909,1129.0,34.212,562.0,17.03,265.0,8.03,163.0,4.939,485.0,14.697,532.0,16.121,3.0,28.0,5.0,0.848,10.0,6.0,0.625,2000.0,66.667,719.0,1524.0,0.472,207.0,574.0,0.361,355.0,504.0,0.704,291.0,9.7,621.0,20.7,912.0,30.4,466.0,15.533,181.0,6.033,106.0,3.533,339.0,11.3,448.0,14.933,7.0,22.0,8.0,0.733,10.0,6.0,0.625,616.0,12.605999999999995,193.0,271.0,0.03600000000000003,37.0,45.0,0.03300000000000003,193.0,242.0,0.031000000000000028,49.0,0.6030000000000015,168.0,3.2089999999999996,217.0,3.8120000000000047,96.0,1.4970000000000017,84.0,1.996999999999999,57.0,1.4060000000000001,146.0,3.3969999999999985,84.0,1.1879999999999988,-4.0,6.0,-3.0,0.11499999999999999,0.0,0.0,0.0
2006,Villanova,Florida,Midwest Regional,4,1,2187.0,75.414,726.0,1705.0,0.426,264.0,683.0,0.387,471.0,627.0,0.751,340.0,11.724,622.0,21.448,961.0,33.138,366.0,12.621,220.0,7.586,146.0,5.034,322.0,11.103,533.0,18.379,1.0,24.0,5.0,0.828,14.0,2.0,0.875,2616.0,79.273,912.0,1795.0,0.508,244.0,619.0,0.394,548.0,746.0,0.735,340.0,10.303,789.0,23.909,1129.0,34.212,562.0,17.03,265.0,8.03,163.0,4.939,485.0,14.697,532.0,16.121,3.0,28.0,5.0,0.848,10.0,6.0,0.625,-429.0,-3.8589999999999947,-186.0,-90.0,-0.08200000000000002,20.0,64.0,-0.007000000000000006,-77.0,-119.0,0.016000000000000014,0.0,1.4209999999999994,-167.0,-2.4609999999999985,-168.0,-1.0740000000000052,-196.0,-4.409000000000001,-45.0,-0.44399999999999906,-17.0,0.09499999999999975,-163.0,-3.5939999999999994,1.0,2.2580000000000027,-2.0,-4.0,0.0,-0.020000000000000018,4.0,-4.0,0.25
2006,Memphis,Oral Roberts,West Regional,1,0,2670.0,80.909,926.0,2068.0,0.448,251.0,713.0,0.352,567.0,828.0,0.685,510.0,15.455,838.0,25.394,1349.0,40.879,519.0,15.727,323.0,9.788,223.0,6.758,516.0,15.636,667.0,20.212,1.0,29.0,4.0,0.879,13.0,1.0,0.929,2394.0,74.812,838.0,1830.0,0.458,203.0,527.0,0.385,507.0,716.0,0.708,386.0,12.062,715.0,22.344,1102.0,34.438,514.0,16.062,206.0,6.438,128.0,4.0,447.0,13.969,566.0,17.688,16.0,21.0,11.0,0.656,13.0,3.0,0.812,276.0,6.097000000000008,88.0,238.0,-0.010000000000000009,48.0,186.0,-0.03300000000000003,60.0,112.0,-0.02299999999999991,124.0,3.3930000000000007,123.0,3.049999999999997,247.0,6.440999999999995,5.0,-0.33500000000000085,117.0,3.3500000000000005,95.0,2.758,69.0,1.6669999999999998,101.0,2.524000000000001,-15.0,8.0,-7.0,0.22299999999999998,0.0,-2.0,0.11699999999999999
2006,Arkansas,Bucknell,West Regional,1,1,2304.0,74.323,822.0,1790.0,0.459,177.0,521.0,0.34,483.0,696.0,0.694,352.0,11.355,676.0,21.806,1027.0,33.129,482.0,15.548,262.0,8.452,190.0,6.129,411.0,13.258,525.0,16.935,8.0,21.0,10.0,0.677,10.0,6.0,0.625,1997.0,66.567,693.0,1472.0,0.471,183.0,470.0,0.389,428.0,622.0,0.688,264.0,8.8,649.0,21.633,912.0,30.4,439.0,14.633,265.0,8.833,53.0,1.767,434.0,14.467,521.0,17.367,9.0,27.0,3.0,0.9,14.0,0.0,1.0,307.0,7.756,129.0,318.0,-0.011999999999999955,-6.0,51.0,-0.04899999999999999,55.0,74.0,0.006000000000000005,88.0,2.5549999999999997,27.0,0.17300000000000182,115.0,2.728999999999999,43.0,0.9150000000000009,-3.0,-0.3810000000000002,137.0,4.362,-23.0,-1.2090000000000014,4.0,-0.43200000000000216,-1.0,-6.0,7.0,-0.22299999999999998,-4.0,6.0,-0.375
2006,Pittsburgh,Kent State,West Regional,1,0,2246.0,72.452,784.0,1735.0,0.452,194.0,551.0,0.352,484.0,703.0,0.688,377.0,12.161,767.0,24.742,1145.0,36.935,512.0,16.516,197.0,6.355,119.0,3.839,418.0,13.484,529.0,17.065,5.0,23.0,8.0,0.742,10.0,6.0,0.625,2394.0,72.545,821.0,1828.0,0.449,228.0,638.0,0.357,524.0,732.0,0.716,327.0,9.909,696.0,21.091,1023.0,31.0,440.0,13.333,259.0,7.848,81.0,2.455,437.0,13.242,663.0,20.091,12.0,25.0,8.0,0.758,15.0,3.0,0.833,-148.0,-0.09300000000000352,-37.0,-93.0,0.0030000000000000027,-34.0,-87.0,-0.0050000000000000044,-40.0,-29.0,-0.028000000000000025,50.0,2.251999999999999,71.0,3.651,122.0,5.935000000000002,72.0,3.182999999999998,-62.0,-1.4929999999999994,38.0,1.384,-19.0,0.2419999999999991,-134.0,-3.026,-7.0,-2.0,0.0,-0.016000000000000014,-5.0,3.0,-0.20799999999999996
2006,Kansas,Bradley,West Regional,1,1,2407.0,75.219,886.0,1865.0,0.475,198.0,521.0,0.38,437.0,652.0,0.67,389.0,12.156,976.0,30.5,1366.0,42.688,578.0,18.062,311.0,9.719,184.0,5.75,491.0,15.344,574.0,17.938,4.0,24.0,8.0,0.75,13.0,3.0,0.812,2146.0,71.533,783.0,1762.0,0.444,167.0,508.0,0.329,413.0,575.0,0.718,355.0,11.833,726.0,24.2,1081.0,36.033,496.0,16.533,276.0,9.2,143.0,4.767,449.0,14.967,562.0,18.733,13.0,22.0,8.0,0.733,11.0,7.0,0.611,261.0,3.685999999999993,103.0,103.0,0.030999999999999972,31.0,13.0,0.05099999999999999,24.0,77.0,-0.04799999999999993,34.0,0.3230000000000004,250.0,6.300000000000001,285.0,6.655000000000001,82.0,1.529,35.0,0.5190000000000001,41.0,0.9829999999999997,42.0,0.3769999999999989,12.0,-0.7950000000000017,-9.0,2.0,0.0,0.017000000000000015,2.0,-4.0,0.20100000000000007
2006,Indiana,San Diego State,West Regional,1,0,2064.0,71.172,731.0,1590.0,0.46,252.0,637.0,0.396,350.0,501.0,0.699,263.0,9.069,667.0,23.0,930.0,32.069,434.0,14.966,183.0,6.31,69.0,2.379,412.0,14.207,528.0,18.207,6.0,18.0,11.0,0.621,9.0,7.0,0.562,2373.0,74.156,808.0,1768.0,0.457,210.0,538.0,0.39,547.0,752.0,0.727,382.0,11.938,687.0,21.469,1068.0,33.375,417.0,13.031,244.0,7.625,99.0,3.094,474.0,14.812,526.0,16.438,11.0,24.0,8.0,0.75,13.0,3.0,0.812,-309.0,-2.984000000000009,-77.0,-178.0,0.0030000000000000027,42.0,99.0,0.006000000000000005,-197.0,-251.0,-0.028000000000000025,-119.0,-2.8689999999999998,-20.0,1.5309999999999988,-138.0,-1.3059999999999974,17.0,1.9349999999999987,-61.0,-1.3150000000000004,-30.0,-0.7149999999999999,-62.0,-0.6049999999999986,2.0,1.769000000000002,-5.0,-6.0,3.0,-0.129,-4.0,4.0,-0.25
2006,Gonzaga,Xavier,West Regional,1,0,2403.0,80.1,819.0,1717.0,0.477,171.0,467.0,0.366,594.0,759.0,0.783,320.0,10.667,732.0,24.4,1052.0,35.067,420.0,14.0,218.0,7.267,85.0,2.833,398.0,13.267,564.0,18.8,3.0,27.0,3.0,0.9,14.0,0.0,1.0,2215.0,71.452,757.0,1635.0,0.463,208.0,560.0,0.371,493.0,680.0,0.725,295.0,9.516,726.0,23.419,1021.0,32.935,488.0,15.742,195.0,6.29,151.0,4.871,399.0,12.871,547.0,17.645,14.0,21.0,10.0,0.677,8.0,8.0,0.5,188.0,8.647999999999996,62.0,82.0,0.013999999999999957,-37.0,-93.0,-0.0050000000000000044,101.0,79.0,0.05800000000000005,25.0,1.1509999999999998,6.0,0.9809999999999981,31.0,2.131999999999998,-68.0,-1.7420000000000009,23.0,0.9770000000000003,-66.0,-2.0380000000000003,-1.0,0.395999999999999,17.0,1.1550000000000011,-11.0,6.0,-7.0,0.22299999999999998,6.0,-8.0,0.5
2006,Marquette,Alabama,West Regional,1,1,2240.0,74.667,798.0,1762.0,0.453,256.0,641.0,0.399,388.0,530.0,0.732,323.0,10.767,694.0,23.133,1017.0,33.9,469.0,15.633,226.0,7.533,90.0,3.0,440.0,14.667,577.0,19.233,7.0,19.0,11.0,0.633,10.0,6.0,0.625,2029.0,69.966,711.0,1568.0,0.453,160.0,471.0,0.34,447.0,633.0,0.706,351.0,12.103,697.0,24.034,1048.0,36.138,354.0,12.207,185.0,6.379,146.0,5.034,390.0,13.448,401.0,13.828,10.0,18.0,11.0,0.621,10.0,6.0,0.625,211.0,4.701000000000008,87.0,194.0,0.0,96.0,170.0,0.059,-59.0,-103.0,0.026000000000000023,-28.0,-1.3360000000000003,-3.0,-0.9009999999999998,-31.0,-2.2379999999999995,115.0,3.4259999999999984,41.0,1.1540000000000008,-56.0,-2.034,50.0,1.2189999999999994,176.0,5.405000000000001,-3.0,1.0,0.0,0.01200000000000001,0.0,0.0,0.0
2006,UCLA,Belmont,West Regional,1,0,2263.0,68.576,805.0,1675.0,0.481,207.0,580.0,0.357,446.0,634.0,0.703,340.0,10.303,698.0,21.152,1039.0,31.485,464.0,14.061,186.0,5.636,89.0,2.697,467.0,14.152,533.0,16.152,2.0,28.0,5.0,0.848,14.0,4.0,0.778,2455.0,81.833,880.0,1760.0,0.5,257.0,673.0,0.382,438.0,630.0,0.695,321.0,10.7,673.0,22.433,995.0,33.167,509.0,16.967,232.0,7.733,107.0,3.567,484.0,16.133,596.0,19.867,15.0,20.0,10.0,0.667,15.0,5.0,0.75,-192.0,-13.257000000000005,-75.0,-85.0,-0.019000000000000017,-50.0,-93.0,-0.025000000000000022,8.0,4.0,0.008000000000000007,19.0,-0.39699999999999847,25.0,-1.2809999999999988,44.0,-1.6820000000000022,-45.0,-2.905999999999999,-46.0,-2.0969999999999995,-18.0,-0.8700000000000001,-17.0,-1.9809999999999999,-63.0,-3.715,-13.0,8.0,-5.0,0.18099999999999994,-1.0,-1.0,0.028000000000000025
2006,Memphis,Bucknell,West Regional,2,0,2670.0,80.909,926.0,2068.0,0.448,251.0,713.0,0.352,567.0,828.0,0.685,510.0,15.455,838.0,25.394,1349.0,40.879,519.0,15.727,323.0,9.788,223.0,6.758,516.0,15.636,667.0,20.212,1.0,29.0,4.0,0.879,13.0,1.0,0.929,1997.0,66.567,693.0,1472.0,0.471,183.0,470.0,0.389,428.0,622.0,0.688,264.0,8.8,649.0,21.633,912.0,30.4,439.0,14.633,265.0,8.833,53.0,1.767,434.0,14.467,521.0,17.367,9.0,27.0,3.0,0.9,14.0,0.0,1.0,673.0,14.342000000000013,233.0,596.0,-0.022999999999999965,68.0,243.0,-0.03700000000000003,139.0,206.0,-0.0029999999999998916,246.0,6.654999999999999,189.0,3.7609999999999992,437.0,10.479,80.0,1.0940000000000012,58.0,0.9550000000000001,170.0,4.991,82.0,1.1689999999999987,146.0,2.844999999999999,-8.0,2.0,1.0,-0.02100000000000002,-1.0,1.0,-0.07099999999999995
2006,Pittsburgh,Bradley,West Regional,2,1,2246.0,72.452,784.0,1735.0,0.452,194.0,551.0,0.352,484.0,703.0,0.688,377.0,12.161,767.0,24.742,1145.0,36.935,512.0,16.516,197.0,6.355,119.0,3.839,418.0,13.484,529.0,17.065,5.0,23.0,8.0,0.742,10.0,6.0,0.625,2146.0,71.533,783.0,1762.0,0.444,167.0,508.0,0.329,413.0,575.0,0.718,355.0,11.833,726.0,24.2,1081.0,36.033,496.0,16.533,276.0,9.2,143.0,4.767,449.0,14.967,562.0,18.733,13.0,22.0,8.0,0.733,11.0,7.0,0.611,100.0,0.9189999999999969,1.0,-27.0,0.008000000000000007,27.0,43.0,0.022999999999999965,71.0,128.0,-0.030000000000000027,22.0,0.3279999999999994,41.0,0.5420000000000016,64.0,0.902000000000001,16.0,-0.017000000000003013,-79.0,-2.844999999999999,-24.0,-0.9280000000000004,-31.0,-1.4830000000000005,-33.0,-1.6679999999999993,-8.0,1.0,0.0,0.009000000000000008,-1.0,-1.0,0.014000000000000012
2006,Gonzaga,Indiana,West Regional,2,0,2403.0,80.1,819.0,1717.0,0.477,171.0,467.0,0.366,594.0,759.0,0.783,320.0,10.667,732.0,24.4,1052.0,35.067,420.0,14.0,218.0,7.267,85.0,2.833,398.0,13.267,564.0,18.8,3.0,27.0,3.0,0.9,14.0,0.0,1.0,2064.0,71.172,731.0,1590.0,0.46,252.0,637.0,0.396,350.0,501.0,0.699,263.0,9.069,667.0,23.0,930.0,32.069,434.0,14.966,183.0,6.31,69.0,2.379,412.0,14.207,528.0,18.207,6.0,18.0,11.0,0.621,9.0,7.0,0.562,339.0,8.927999999999997,88.0,127.0,0.01699999999999996,-81.0,-170.0,-0.030000000000000027,244.0,258.0,0.08400000000000007,57.0,1.597999999999999,65.0,1.3999999999999986,122.0,2.9979999999999976,-14.0,-0.9659999999999993,35.0,0.9570000000000007,16.0,0.4540000000000002,-14.0,-0.9400000000000013,36.0,0.593,-3.0,9.0,-8.0,0.279,5.0,-7.0,0.43799999999999994
2006,UCLA,Alabama,West Regional,2,0,2263.0,68.576,805.0,1675.0,0.481,207.0,580.0,0.357,446.0,634.0,0.703,340.0,10.303,698.0,21.152,1039.0,31.485,464.0,14.061,186.0,5.636,89.0,2.697,467.0,14.152,533.0,16.152,2.0,28.0,5.0,0.848,14.0,4.0,0.778,2029.0,69.966,711.0,1568.0,0.453,160.0,471.0,0.34,447.0,633.0,0.706,351.0,12.103,697.0,24.034,1048.0,36.138,354.0,12.207,185.0,6.379,146.0,5.034,390.0,13.448,401.0,13.828,10.0,18.0,11.0,0.621,10.0,6.0,0.625,234.0,-1.3900000000000006,94.0,107.0,0.02799999999999997,47.0,109.0,0.01699999999999996,-1.0,1.0,-0.0030000000000000027,-11.0,-1.799999999999999,1.0,-2.881999999999998,-9.0,-4.652999999999999,110.0,1.8539999999999992,1.0,-0.7429999999999994,-57.0,-2.3369999999999997,77.0,0.7039999999999988,132.0,2.3240000000000016,-8.0,10.0,-6.0,0.22699999999999998,4.0,-2.0,0.15300000000000002
