year,team,pts,fgm,fga,3pm,3pa,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf
2009,North Carolina,527,185,385,43,94,114,162,69,169,238,95,54,25,62,100
2009,UTEP,447,162,352,31,98,92,137,77,128,205,81,45,16,59,106
2009,Michigan State,436,150,350,36,99,100,131,83,151,233,102,43,16,81,124
2009,UConn,422,147,296,18,60,110,161,70,163,233,90,29,32,65,70
2009,Oregon State,404,147,295,45,114,65,101,54,131,185,88,35,11,77,97
2009,Villanova,393,133,316,29,108,98,118,73,139,211,61,37,22,64,107
2009,Baylor,371,134,253,46,108,57,76,34,114,148,80,40,15,62,74
2009,Penn State,367,127,272,36,106,77,106,53,128,181,70,21,9,51,61
2009,Missouri,338,124,261,23,75,67,96,45,91,136,71,29,9,29,82
2009,Louisville,308,117,228,39,89,35,56,45,91,135,78,29,19,57,59
2009,Oklahoma,299,110,212,21,71,58,93,46,97,142,61,27,13,59,58
2009,Pittsburgh,292,99,229,27,80,67,97,56,104,159,57,20,14,52,59
2009,Old Dominion,284,109,254,18,61,48,74,66,111,176,62,30,13,37,43
2009,Bradley,278,95,195,32,80,56,77,36,86,121,62,38,12,58,51
2009,Notre Dame,276,91,232,34,93,60,74,37,110,147,52,21,12,34,62
2009,San Diego State,267,102,225,20,63,43,59,41,90,131,62,35,10,47,60
2009,Memphis,261,95,181,24,62,47,75,35,74,108,56,28,12,40,58
2009,Gonzaga,237,80,162,21,59,56,73,19,74,92,43,15,14,31,49
2009,Auburn,233,76,182,31,77,50,81,36,80,115,47,28,7,36,49
2009,Stanford,228,89,178,23,56,27,42,35,69,103,44,19,7,31,48
2009,Florida,220,83,167,24,68,30,42,31,67,98,54,16,6,36,44
2009,Arizona,219,76,162,14,47,53,69,31,65,95,38,26,6,39,48
2009,Richmond,218,79,175,25,52,35,54,31,61,92,38,16,10,38,51
2009,James Madison,214,80,187,22,68,32,37,28,65,92,36,22,6,32,45
2009,Duke,214,67,170,21,61,59,76,37,67,103,37,22,7,35,58
2009,Saint Mary's,214,79,187,19,63,37,56,39,79,117,36,21,11,32,47
2009,Syracuse,208,78,162,18,60,34,45,31,84,114,45,17,13,49,37
2009,Kansas,206,79,170,10,40,38,55,33,90,122,37,18,18,41,45
2009,Kentucky,202,74,151,17,39,37,48,22,74,96,50,13,12,34,43
2009,Pacific,200,73,149,14,49,40,59,31,64,95,42,22,8,32,48
2009,Purdue,197,70,181,16,55,41,56,33,76,108,38,20,12,30,60
2009,Xavier,192,68,164,19,56,37,54,38,77,114,33,13,14,31,54
2009,Virginia Tech,182,61,135,14,47,46,59,32,40,71,36,15,8,20,31
2009,Belmont,169,58,125,32,77,21,31,20,65,85,41,13,6,35,48
2009,Charleston,165,63,123,21,40,18,28,21,44,65,26,8,3,21,34
2009,Western Kentucky,157,59,118,21,44,18,36,19,47,65,29,12,9,26,32
2009,Oakland,155,50,109,15,46,40,54,25,45,69,38,18,8,25,35
2009,Maryland,154,58,125,11,30,27,43,28,36,63,27,13,4,16,34
2009,Oklahoma State,153,56,107,19,49,22,25,14,39,52,31,13,1,20,40
2009,New Mexico,151,48,105,13,33,42,60,18,61,78,30,10,5,28,41
2009,Vermont,146,58,119,15,40,15,21,24,43,67,32,16,9,28,32
2009,Siena,146,53,141,13,48,27,38,35,51,85,30,17,4,30,32
2009,Texas,145,52,107,14,32,27,44,28,49,76,20,11,4,28,41
2009,LSU,145,56,119,15,36,18,27,25,39,63,26,16,12,26,36
2009,Texas A&M,145,56,115,9,32,24,36,21,43,63,37,5,9,20,36
2009,Washington,145,55,129,6,22,29,40,33,52,84,26,8,3,25,41
2009,Liberty,144,49,109,15,45,31,48,16,58,74,27,15,1,31,30
2009,Cleveland State,141,53,124,9,38,26,36,27,36,62,18,16,2,17,35
2009,USC,141,50,108,5,19,36,45,24,41,65,29,17,11,23,39
2009,Wichita State,140,48,103,12,33,32,43,21,41,61,28,8,8,22,34
2009,Rhode Island,140,53,114,10,32,24,28,24,41,64,25,15,10,32,42
2009,Miami (FL),138,48,117,17,52,25,33,27,43,69,27,14,6,30,37
2009,Davidson,138,49,119,17,39,23,43,19,56,75,28,12,9,36,45
2009,Marquette,137,40,107,10,34,47,56,25,48,73,15,8,2,21,31
2009,Creighton,136,47,113,13,41,29,41,20,43,63,32,16,6,20,31
2009,Kansas State,135,47,121,9,41,32,52,35,44,78,29,12,9,27,40
2009,UCLA,134,41,99,15,36,37,47,18,44,61,23,16,4,32,41
2009,Arizona State,133,40,88,21,49,32,46,13,38,51,29,6,3,20,31
2009,Northeastern,130,49,110,20,52,12,23,19,42,60,30,15,9,23,33
2009,Idaho,128,46,105,13,36,23,33,19,40,59,32,8,9,20,33
2009,Michigan,125,42,107,20,53,21,26,24,43,67,28,10,4,27,34
2009,Tulsa,123,40,105,12,42,31,41,25,53,77,19,11,7,31,38
2009,Morehead State,112,38,102,8,26,28,38,29,49,77,25,10,3,41,24
2009,Dayton,111,41,126,8,29,21,31,29,41,69,21,18,8,20,45
2009,Wisconsin,110,38,110,12,47,22,29,13,44,56,15,9,4,16,39
2009,Duquesne,108,36,71,17,30,19,26,10,21,30,12,4,8,12,26
2009,Troy,91,33,69,5,14,20,28,16,22,38,12,5,5,9,18
2009,Rider,88,34,89,8,30,12,20,23,27,49,15,11,3,13,24
2009,Tennessee-Martin,82,30,66,11,31,11,14,10,27,37,11,10,0,15,22
2009,Illinois State,79,27,70,11,31,14,25,15,30,45,17,4,1,9,24
2009,Nevada,77,26,63,7,20,18,22,10,28,38,13,6,4,12,16
2009,Evansville,76,29,68,2,8,16,26,13,22,34,22,3,0,9,22
2009,Boise State,76,33,66,5,22,5,8,10,24,34,18,4,3,22,13
2009,Portland,76,28,56,9,22,11,15,10,17,27,17,4,0,13,23
2009,Tennessee,75,24,56,11,33,16,21,10,19,28,16,4,1,11,16
2009,North Dakota State,74,26,62,10,24,12,15,9,26,34,9,3,4,8,21
2009,Austin Peay,74,32,57,5,16,5,11,11,19,29,19,10,3,17,24
2009,Kent State,74,27,59,7,18,13,25,8,25,33,15,10,1,12,27
2009,Buffalo,73,27,60,7,17,12,19,14,16,30,11,9,3,13,17
2009,George Mason,73,28,63,8,26,9,11,8,25,33,11,6,6,10,17
2009,Illinois,72,31,63,5,18,5,7,5,25,29,15,9,3,12,24
2009,Ohio State,72,24,60,7,25,17,23,9,29,37,15,5,7,19,21
2009,Green Bay,72,25,59,6,21,16,22,11,23,34,15,5,4,14,15
2009,Georgetown,72,27,47,9,24,9,10,7,16,22,15,6,1,12,15
2009,Nebraska,71,21,57,7,24,22,28,5,19,24,12,11,1,11,27
2009,Utah,71,27,64,8,32,9,13,15,21,35,16,7,3,19,22
2009,California,71,25,59,7,24,14,19,14,21,35,12,2,2,14,22
2009,Butler,71,22,52,8,23,19,26,13,22,34,12,3,1,15,20
2009,Bowling Green,71,28,62,7,23,8,12,11,26,36,12,4,1,8,15
2009,Cal State Northridge,70,24,54,7,18,15,20,11,22,32,10,8,2,17,18
2009,St. John's,69,26,59,3,16,14,23,19,27,46,15,5,8,22,26
2009,Wake Forest,69,26,50,5,13,12,17,11,23,33,10,4,13,18,20
2009,Drake,67,21,59,10,34,15,20,16,22,38,10,4,1,9,14
2009,American University,67,27,62,10,31,3,5,6,18,24,16,8,1,12,24
2009,Providence,66,20,60,8,27,18,27,13,23,35,14,9,4,15,21
2009,Brigham Young,66,23,59,7,16,13,18,9,18,26,15,11,1,10,20
2009,UAB,64,26,63,7,20,5,13,10,29,38,7,5,2,10,17
2009,VCU,64,20,49,6,15,18,25,11,20,31,14,5,4,12,17
2009,Akron,64,21,57,10,23,12,18,11,15,26,15,0,1,8,23
2009,South Carolina,63,21,56,2,10,19,27,9,26,34,7,5,5,18,27
2009,East Tennessee State,62,23,75,4,22,12,24,22,23,44,12,6,3,9,17
2009,Wyoming,62,21,52,4,16,16,24,11,31,41,9,4,3,15,19
2009,Minnesota,62,22,54,4,13,14,19,9,22,30,12,6,2,12,20
2009,Jacksonville,62,21,57,6,23,14,21,13,20,32,10,9,2,12,19
2009,Niagara,62,21,59,7,27,13,16,16,14,29,10,7,3,14,16
2009,Binghamton,62,27,51,7,15,1,5,6,14,20,9,9,4,18,21
2009,Robert Morris,62,25,61,5,17,7,13,8,21,28,16,8,7,6,17
2009,UNLV,60,21,54,10,33,8,14,7,22,28,13,5,2,9,16
2009,West Virginia,60,18,49,5,20,19,25,14,24,37,10,2,4,11,21
2009,The Citadel,59,25,57,3,19,6,9,6,28,33,13,3,2,14,15
2009,Florida State,59,20,46,4,13,15,18,7,27,33,6,6,4,14,16
2009,Northwestern,59,22,52,9,23,6,9,9,17,26,15,5,0,9,21
2009,Clemson,59,21,65,5,22,12,14,22,22,44,14,8,7,11,19
2009,Cornell,59,23,64,6,21,7,12,17,23,40,11,1,0,9,15
2009,Portland State,59,22,46,8,21,7,16,4,18,21,12,6,2,11,18
2009,Mississippi State,58,20,58,5,18,13,19,14,22,35,5,5,6,17,22
2009,Mount St. Mary's,58,23,59,4,15,8,9,16,18,33,14,2,5,14,13
2009,Radford,58,22,80,5,17,9,14,19,29,48,9,9,6,18,17
2009,Utah State,57,22,53,7,23,6,8,7,19,25,11,2,3,9,21
2009,Temple,57,19,51,6,17,13,17,9,20,29,13,5,4,9,16
2009,Washington State,57,21,53,3,15,12,14,10,22,32,10,4,4,12,16
2009,Northern Iowa,56,20,54,7,22,9,11,11,22,33,15,6,3,14,20
2009,Boston College,55,18,55,6,23,13,14,13,17,30,13,5,3,14,21
2009,Morgan State,54,22,77,6,23,4,8,19,18,36,10,9,1,7,24
2009,Weber State,49,20,50,3,21,6,10,9,25,33,8,5,4,16,10
2009,Chattanooga,47,17,66,5,25,8,10,11,26,36,11,5,2,19,27
2009,Houston,45,15,53,6,27,9,12,10,19,29,5,7,1,9,17
2009,Stephen F. Austin,44,18,73,2,21,6,10,13,21,34,10,10,1,6,11
2009,Alabama State,43,18,58,2,15,5,11,10,18,27,4,7,6,13,18
