year,team,pts,fgm,fga,3pm,3pa,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf
2024,Alabama,3335,1136,2385,413,1108,650,842,422,934,1356,587,256,162,432,734
2024,Indiana State,3309,1141,2258,427,1119,600,754,235,1049,1284,698,238,72,441,638
2024,UConn,3256,1177,2367,340,951,562,756,419,1029,1448,748,246,217,353,650
2024,Purdue,3211,1109,2272,318,788,675,938,435,1060,1495,720,212,142,425,536
2024,Illinois,3168,1104,2356,317,908,643,874,426,1008,1434,506,166,143,388,576
2024,Arizona,3137,1124,2321,284,776,605,844,428,1003,1431,665,300,133,422,590
2024,NC State,3101,1117,2483,285,827,582,794,375,992,1367,536,297,148,381,664
2024,Florida,3080,1077,2351,280,812,646,903,469,956,1425,546,241,189,405,664
2024,North Carolina,3032,1046,2323,301,839,639,842,394,1017,1411,536,214,151,358,611
2024,High Point,3020,999,2163,300,879,722,928,418,909,1327,427,182,120,379,651
2024,Samford,3012,1054,2152,351,889,553,765,323,830,1153,619,347,131,445,667
2024,James Madison,2995,1073,2254,307,852,542,771,356,934,1290,577,325,113,381,621
2024,Gonzaga,2959,1120,2162,243,674,476,660,337,914,1251,585,233,135,332,546
2024,Kentucky,2938,1055,2132,327,800,501,649,279,860,1139,579,248,207,345,577
2024,Colorado,2935,1049,2121,254,649,583,744,311,955,1266,600,221,80,448,548
2024,Arkansas State,2917,1021,2313,341,991,534,761,426,896,1322,536,207,163,395,644
2024,New Mexico,2916,1067,2343,233,711,549,776,397,916,1313,524,312,178,353,632
2024,Utah,2915,1082,2309,345,933,406,625,323,1029,1352,654,217,154,414,587
2024,Auburn,2909,1010,2121,280,795,609,812,353,871,1224,622,258,215,364,678
2024,Marquette,2888,1078,2256,327,928,405,576,289,845,1134,587,317,131,361,556
2024,Fort Wayne,2886,1043,2231,340,942,460,654,266,829,1095,490,332,111,360,612
2024,Tennessee,2836,979,2223,315,915,563,750,388,919,1307,600,280,166,357,629
2024,Charleston,2832,1006,2278,368,1072,452,626,406,875,1281,536,219,108,338,558
2024,Duke,2830,1004,2111,298,791,524,725,340,894,1234,551,235,132,337,571
2024,Iowa,2827,1025,2154,226,644,551,712,280,827,1107,606,232,134,316,575
2024,Creighton,2815,1016,2101,375,1018,408,518,259,1002,1261,588,134,143,350,403
2024,Baylor,2814,967,2001,301,773,579,791,343,783,1126,514,236,110,401,577
2024,Drake,2797,992,2079,300,819,513,681,244,882,1126,559,226,56,313,570
