year,team,pts,fgm,fga,3pm,3pa,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf
2009,North Carolina,3413,1205,2509,264,682,739,983,502,1000,1501,685,325,196,471,609
2009,Missouri,3096,1124,2381,263,746,585,871,453,869,1321,699,388,140,442,758
2009,Syracuse,3046,1110,2277,256,743,570,884,445,966,1410,687,296,194,576,580
2009,Virginia Military,3002,1009,2279,438,1224,546,742,344,638,982,581,453,105,448,597
2009,Baylor,2965,1024,2191,320,877,597,838,368,877,1245,484,282,146,497,715
2009,Villanova,2919,990,2193,247,701,692,919,435,904,1339,551,300,128,497,733
2009,Duke,2867,971,2186,267,766,658,904,464,815,1278,492,311,146,448,671
2009,Oklahoma,2833,982,1997,242,689,627,929,401,925,1325,521,249,156,492,615
2009,Oklahoma State,2830,948,2059,327,851,607,812,316,852,1168,446,266,82,425,744
2009,UConn,2819,996,2102,165,484,662,976,477,1016,1493,567,209,280,456,470
2009,UTEP,2788,931,2200,195,625,731,1021,438,866,1303,504,250,148,454,810
2009,Pittsburgh,2787,1040,2174,225,640,482,713,483,868,1350,633,246,139,430,583
2009,Charleston,2781,1014,2152,300,785,453,687,380,803,1183,487,243,149,446,582
2009,Memphis,2779,979,2176,222,681,599,868,450,914,1364,526,328,222,458,652
2009,Florida,2774,1018,2134,294,802,444,641,353,795,1147,605,294,97,431,576
2009,Washington,2750,977,2136,146,434,650,929,485,869,1354,458,258,96,514,683
2009,Louisville,2748,1001,2189,305,827,441,687,428,902,1330,625,335,223,505,625
2009,Marquette,2739,914,2023,243,701,668,918,386,793,1178,526,275,100,401,620
2009,Michigan State,2737,962,2135,201,567,612,877,485,911,1396,611,248,107,523,733
2009,Notre Dame,2727,988,2283,319,802,432,609,390,920,1309,601,192,95,339,543
2009,Davidson,2724,957,2195,305,860,505,722,449,876,1324,493,285,113,435,718
2009,Siena,2709,1007,2157,184,558,511,769,395,794,1189,534,309,159,459,519
2009,Oakland,2699,962,2008,267,719,508,728,370,766,1135,545,217,167,453,602
2009,Rhode Island,2696,994,2072,215,548,493,707,405,753,1158,543,257,120,449,594
2009,Chicago State,2693,956,2077,253,730,528,773,437,727,1163,507,321,123,483,668
2009,Gonzaga,2684,967,1982,251,643,499,696,318,884,1202,512,246,174,377,550
