year,team,pts,fgm,fga,3pm,3pa,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf
2015,Wisconsin,456,154,322,51,127,97,127,61,132,193,72,20,8,44,92
2015,Duke,431,155,311,33,84,88,118,44,160,204,76,41,25,50,79
2015,Evansville,404,149,285,29,71,77,100,35,137,172,92,36,15,58,84
2015,Stanford,362,118,268,28,82,98,135,55,137,192,47,29,16,56,93
2015,Northern Arizona,360,127,319,26,88,80,101,77,142,219,63,24,25,53,83
2015,Kentucky,353,123,266,18,53,89,118,52,132,184,53,30,34,47,86
2015,Loyola (IL),339,118,239,30,78,73,96,38,118,156,73,36,11,65,80
2015,Miami (FL),335,107,276,31,93,90,113,62,138,200,55,18,22,52,81
2015,Louisiana-Monroe ,333,121,291,25,91,66,91,65,108,173,63,29,16,59,66
2015,Michigan State,329,113,269,38,100,65,104,45,128,173,64,22,21,46,107
2015,Arizona,312,101,213,21,58,89,100,41,88,129,45,31,9,38,72
2015,N.J.I.T.,303,101,228,34,100,67,96,43,101,144,52,26,11,39,74
2015,Tennessee-Martin,300,108,241,47,104,37,45,43,111,154,61,26,5,48,45
2015,Gonzaga,299,111,227,22,67,55,81,44,110,154,59,15,12,38,57
2015,Temple,297,100,239,24,77,73,92,45,114,159,51,23,23,24,59
2015,Notre Dame,283,105,208,21,59,52,68,30,87,117,62,22,17,38,57
2015,Louisville,268,95,221,17,49,61,83,41,89,130,45,17,16,30,56
2015,Old Dominion,247,95,237,23,81,34,58,56,100,156,59,23,12,40,75
2015,Vanderbilt,242,80,164,28,63,54,75,28,72,100,53,15,28,32,54
2015,Canisius,242,85,178,23,68,49,61,33,80,113,45,23,9,32,56
2015,Louisiana,236,78,160,18,47,62,82,28,76,104,51,18,13,46,57
2015,Murray State,233,75,164,25,62,58,84,38,77,115,50,15,2,39,53
2015,Louisiana Tech,232,86,178,27,64,33,47,27,74,101,49,18,20,32,47
2015,Wichita State,229,76,177,15,51,62,77,35,72,107,31,25,12,26,53
2015,Vermont,228,81,159,14,51,52,82,24,83,107,41,12,12,44,56
2015,North Carolina,226,80,165,17,30,49,68,38,67,105,40,18,6,38,63
2015,Richmond,221,76,163,15,51,54,76,12,81,93,40,16,14,27,51
2015,Eastern Kentucky,216,80,168,41,95,15,19,13,51,64,58,30,10,26,38
2015,UCLA,214,81,172,18,42,34,50,34,80,114,39,12,16,38,55
2015,Xavier,211,71,141,20,53,49,62,24,74,98,39,16,9,36,47
2015,Kent State,210,74,173,24,65,38,46,38,67,105,31,13,6,32,63
2015,NC State,202,75,179,17,55,35,48,35,85,120,32,7,9,28,55
2015,Oklahoma,199,67,161,20,59,45,56,38,75,113,30,16,13,31,45
2015,Utah,189,61,136,17,43,50,68,26,61,87,31,18,14,41,47
2015,Dayton,188,60,135,26,65,42,57,9,70,79,34,20,7,36,48
2015,Seattle,182,64,145,23,60,31,41,21,78,99,43,19,5,50,53
2015,West Virginia,176,59,163,14,50,44,65,36,59,95,29,26,5,35,74
2015,Oral Roberts,169,55,116,22,46,37,47,15,42,57,30,3,11,15,36
2015,Eastern Illinois,165,58,122,26,54,23,29,12,52,64,35,13,10,30,30
2015,South Dakota State,163,55,133,22,50,31,40,24,48,72,32,11,3,16,47
2015,Cleveland State,163,60,113,23,49,20,31,16,53,69,37,19,7,28,36
2015,Villanova,161,55,118,20,50,31,38,20,45,65,29,13,9,13,32
2015,Sam Houston State,157,52,124,17,46,36,57,31,53,84,38,9,7,22,41
2015,Texas A&M,153,57,113,11,29,28,40,23,48,71,34,8,5,25,25
2015,Rhode Island,153,53,130,13,30,34,52,26,62,88,28,9,14,25,58
2015,Colorado,152,57,128,10,38,28,42,36,51,87,33,10,5,26,31
2015,Iowa,151,63,129,11,31,14,20,21,47,68,22,7,8,16,28
2015,Ole Miss,151,60,153,13,50,18,28,33,49,82,40,14,10,15,42
2015,Radford,149,58,129,9,40,24,34,18,66,84,24,23,15,27,45
2015,Georgetown,148,49,103,20,48,30,41,20,43,63,19,11,4,23,42
2015,Sacramento State,146,53,108,13,32,27,36,15,41,56,23,8,5,16,33
2015,Alabama,145,52,108,14,42,27,41,15,51,66,20,11,6,16,35
2015,Oregon,144,55,112,15,38,19,25,13,49,62,24,12,10,20,32
2015,Mercer,141,48,116,18,50,27,37,21,54,75,31,16,2,27,28
2015,Texas A&M-CC,140,48,104,13,32,31,40,17,45,62,24,12,1,22,32
2015,Kansas,140,47,107,15,34,31,38,24,50,74,24,15,4,28,40
2015,Arizona State,138,53,117,13,34,19,30,22,55,77,17,10,6,30,32
2015,George Washington,137,46,116,14,37,31,54,22,39,61,21,16,6,12,39
2015,Robert Morris,137,52,128,10,35,23,37,23,36,59,24,18,3,13,38
2015,High Point,135,43,99,10,31,39,50,21,46,67,27,6,3,27,27
2015,UAB,135,53,135,15,44,14,21,30,47,77,26,12,8,21,31
2015,Arkansas,134,46,113,11,33,31,43,28,46,74,30,13,6,31,39
2015,Virginia,133,43,114,8,34,39,51,29,45,74,17,7,6,12,28
2015,Ohio State,133,48,109,11,32,26,37,15,43,58,25,9,10,23,34
2015,Tulsa,132,49,123,10,42,24,35,32,45,77,24,15,5,24,38
2015,Hampton,130,43,112,7,23,37,57,12,56,68,22,15,6,25,41
2015,Bowling Green,126,44,117,13,44,25,33,27,50,77,25,9,5,20,23
2015,San Diego State,125,44,111,11,35,26,41,26,47,73,17,11,8,24,20
2015,Maryland,124,40,84,17,40,27,37,12,54,66,16,9,12,34,38
2015,Northern Iowa,124,41,96,15,37,27,31,16,38,54,19,11,2,17,34
2015,Georgia State,124,48,100,11,30,17,26,12,21,33,29,21,4,14,35
2015,USC Upstate,122,43,111,16,61,20,28,27,53,80,26,10,9,31,31
2015,Butler,120,37,111,8,26,38,49,18,46,64,19,13,9,12,28
2015,Illinois State,118,38,102,8,33,34,49,19,57,76,20,14,10,24,29
2015,Cincinnati,117,45,124,6,24,21,35,32,51,83,14,12,11,23,38
2015,Oakland,91,34,74,10,36,13,19,12,23,35,20,8,0,10,14
2015,Brigham Young,90,28,58,15,29,19,27,6,33,39,22,0,2,15,23
2015,UC Santa Barbara,87,33,70,10,23,11,18,13,22,35,12,7,2,8,23
2015,Hofstra,81,27,66,8,33,19,25,14,19,33,15,6,1,9,27
2015,Northwestern State,79,28,66,13,32,10,12,8,24,32,17,2,3,10,9
2015,Central Michigan,79,32,73,6,23,9,12,10,21,31,11,9,3,9,17
2015,Gardner-Webb,78,27,53,11,29,13,15,3,15,18,14,6,2,12,17
2015,New Hampshire,77,28,63,11,25,10,19,11,24,35,10,6,2,9,27
2015,North Florida,77,25,52,9,22,18,26,13,29,42,15,1,4,19,23
2015,Fort Wayne,77,27,58,11,27,12,18,5,25,30,19,6,6,13,19
2015,North Dakota State,76,29,54,10,21,8,12,3,21,24,5,3,3,13,22
2015,Indiana,76,24,59,11,22,17,20,12,25,37,10,3,3,13,26
2015,Colorado State,76,26,64,5,22,19,34,16,31,47,13,6,7,8,17
2015,Norfolk State,75,31,51,9,15,4,10,5,24,29,25,3,1,14,13
2015,Iona,75,24,71,6,23,21,34,18,34,52,13,5,8,12,21
2015,St. Francis (NY),74,29,65,5,17,11,18,14,21,35,13,5,1,12,24
2015,Eastern Washington,74,26,64,9,28,13,15,10,18,28,6,3,2,9,21
2015,Oklahoma State,73,27,60,10,29,9,13,9,22,31,11,8,0,12,17
2015,James Madison,72,28,62,14,27,2,3,12,18,30,18,7,0,9,13
2015,VCU,72,24,63,10,26,14,19,13,24,37,14,4,2,11,17
2015,Coastal Carolina,72,28,58,7,12,9,11,7,18,25,9,8,1,6,14
2015,Texas Southern,72,24,51,5,12,19,30,8,11,19,5,5,3,9,19
2015,Dartmouth,72,27,64,9,33,9,14,10,21,31,13,10,2,14,19
2015,North Carolina Central,71,26,49,8,17,11,14,8,13,21,11,4,0,9,17
2015,UNC Wilmington,71,25,63,6,17,15,22,10,25,35,18,6,4,7,21
2015,Grand Canyon,70,28,68,3,22,11,11,9,32,41,15,7,3,11,16
2015,Stony Brook,70,25,68,9,25,11,19,19,24,43,11,8,5,10,16
2015,Florida Gulf Coast,69,28,61,8,24,5,17,10,22,32,18,5,2,8,14
2015,Incarnate Word,68,25,62,10,28,8,12,13,18,31,15,8,4,16,21
2015,Eastern Michigan,67,23,61,7,24,14,15,11,16,27,12,11,2,11,19
2015,William & Mary,67,22,65,11,32,12,16,17,19,36,11,8,2,8,14
2015,Bucknell,67,24,71,9,27,10,18,21,30,51,15,2,1,11,20
2015,Belmont,67,27,57,8,25,5,6,6,23,29,12,4,2,12,22
2015,Portland,66,23,54,5,21,15,20,15,19,34,14,8,6,12,19
2015,UTEP,66,19,55,6,12,22,29,10,23,33,10,6,2,10,19
2015,Harvard,65,21,55,5,13,18,20,12,14,26,9,9,2,7,16
2015,Purdue,65,26,72,4,26,9,15,21,30,51,13,5,1,12,18
2015,Northeastern,65,27,55,3,11,8,10,13,20,33,15,2,0,16,12
2015,LSU,65,24,60,5,15,12,22,13,28,41,14,5,6,8,10
2015,Saint Mary's,64,24,63,3,18,13,15,17,23,40,9,6,2,12,16
2015,St. John's,64,27,59,3,17,7,11,7,25,32,6,7,2,10,21
2015,Manhattan,64,23,62,6,25,12,21,12,29,41,15,5,3,17,25
2015,Montana,64,23,57,13,35,5,7,7,21,28,18,3,0,10,14
2015,UC Davis,64,22,59,9,24,11,12,10,15,25,10,5,1,7,16
2015,Maryland-Eastern Shore,64,25,58,6,20,8,17,16,23,39,12,7,1,18,26
2015,St. Francis (PA),64,26,62,7,26,5,9,11,20,31,9,4,4,6,11
