year,team,pts,fgm,fga,3pm,3pa,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf
2005,North Carolina,3257,1128,2260,277,687,724,998,483,979,1461,706,361,143,587,660
2005,Louisville,3066,1011,2165,361,906,683,945,552,1090,1642,590,327,148,533,701
2005,Washington,3026,1102,2271,257,670,565,770,773,1033,1806,660,288,87,495,717
2005,Illinois,3002,1092,2258,344,877,474,651,428,901,1329,727,300,123,424,611
2005,Arizona,2948,1077,2255,253,630,541,697,674,1065,1739,610,296,144,543,596
2005,Wake Forest,2801,965,1966,251,629,620,906,459,836,1295,528,284,121,478,638
2005,Memphis,2714,906,2139,258,746,644,942,556,917,1472,457,271,205,548,747
2005,Maryland,2620,919,2095,180,543,596,823,446,880,1325,493,267,200,513,605
2005,UTEP,2616,901,1955,208,571,606,765,374,809,1183,578,255,104,420,580
2005,Michigan State,2590,914,1875,219,616,543,699,396,785,1180,566,258,87,446,639
2005,Oklahoma State,2583,910,1833,240,564,521,668,364,757,1121,555,242,87,447,599
2005,Duke,2581,853,1915,290,763,585,821,400,806,1206,421,287,220,440,611
2005,NC State,2559,874,1921,297,800,525,744,347,713,1059,531,263,156,427,656
2005,UAB,2557,900,1996,217,625,540,776,391,715,1105,516,382,99,435,645
2005,Oral Roberts,2552,904,1890,205,522,539,743,600,1045,1644,574,249,103,462,599
2005,Syracuse,2548,946,1956,156,499,500,750,422,763,1185,524,277,157,457,538
2005,Niagara,2537,833,1915,270,753,601,791,427,726,1153,473,207,97,385,567
2005,Texas Tech,2533,931,1956,145,367,526,696,415,825,1240,554,258,123,422,554
2005,Georgia Southern,2506,882,2056,202,616,548,766,457,800,1256,460,309,137,486,728
2005,Cincinnati,2505,839,1923,221,634,606,878,470,870,1339,493,179,225,431,585
2005,Kentucky,2503,901,1940,218,635,483,728,477,845,1321,509,311,147,435,582
2005,West Virginia,2501,868,1930,319,885,446,601,312,684,995,578,280,130,402,528
2005,New Mexico,2492,855,1733,269,688,513,755,616,1056,1672,491,252,115,451,557
2005,Oklahoma,2480,908,1907,214,576,450,652,418,725,1142,511,291,134,445,605
2005,Northwestern State,2466,858,1906,179,537,569,813,461,770,1231,521,306,112,551,686
2005,Mississippi State,2466,870,1959,199,590,527,792,506,905,1411,475,232,114,501,532
2005,TCU,2463,831,2013,284,791,517,872,408,807,1215,457,290,65,496,706
2005,Buffalo,2462,876,1944,221,620,490,717,385,763,1147,462,290,86,506,711
2005,Gonzaga,2454,856,1702,153,402,589,797,448,880,1327,486,168,106,409,536
2005,Florida,2438,844,1751,244,626,506,716,356,794,1149,475,228,146,440,597
2005,Arizona State,2433,832,1841,218,627,551,770,638,1012,1650,530,201,116,465,602
2005,Fairleigh Dickinson,2432,894,1975,218,626,426,640,405,765,1169,498,237,145,464,622
2005,Old Dominion,2430,869,1958,210,624,482,690,389,799,1187,552,329,151,409,597
2005,Alabama,2426,819,1694,249,632,539,732,323,814,1136,454,164,143,405,471
2005,Creighton,2421,823,1820,293,707,482,660,338,717,1054,483,234,111,406,598
2005,Vanderbilt,2420,862,1858,322,837,376,555,329,801,1130,541,231,103,481,665
2005,UConn,2419,862,1872,154,444,541,773,431,886,1317,531,189,275,466,487
2005,Cal State Fullerton,2408,920,2055,253,716,315,456,455,807,1261,472,211,53,419,586
2005,Iowa,2407,841,1831,210,558,515,745,382,843,1225,501,247,174,470,618
2005,Western Michigan,2407,814,1901,249,670,530,749,486,813,1298,424,210,53,434,589
2005,Milwaukee,2400,831,1859,262,735,476,675,557,860,1416,450,267,114,429,609
2005,Boise State,2393,856,1987,263,735,418,610,381,715,1095,456,178,80,504,629
2005,Western Kentucky,2388,866,1876,240,649,416,585,531,761,1291,434,241,121,408,570
2005,Texas,2384,816,1788,243,627,509,730,434,814,1247,406,187,134,433,548
2005,Utah,2379,837,1628,155,415,550,769,649,1085,1733,516,211,94,494,506
2005,Saint Mary's,2373,793,1817,234,669,553,763,691,1092,1782,382,204,123,522,616
2005,Georgia Tech,2371,849,1879,190,570,483,699,382,814,1196,471,265,162,477,647
2005,Southern Illinois,2365,884,1958,202,554,395,528,372,728,1099,471,321,101,436,684
2005,Tennessee State,2340,843,1883,234,653,420,610,809,1072,1881,470,242,135,486,617
2005,Missouri State,2339,790,1783,170,432,589,801,423,759,1182,463,253,122,475,640
2005,Lamar,2338,804,1830,194,560,536,796,369,746,1115,440,256,133,443,609
2005,Villanova,2336,801,1840,225,626,509,692,445,717,1161,385,267,178,404,593
2005,Oregon State,2328,810,1826,194,509,514,710,572,917,1488,429,193,126,465,560
2005,Pepperdine,2324,817,1839,208,586,482,729,626,937,1562,424,200,111,435,590
2005,Kent State,2322,832,1870,237,674,421,614,387,704,1090,504,276,56,450,617
2005,Davidson,2316,781,1802,286,782,468,634,366,778,1144,470,172,46,464,584
2005,Utah State,2315,851,1621,185,473,428,619,339,830,1169,549,179,92,396,441
2005,Northern Iowa,2311,847,1760,226,590,389,558,272,773,1045,489,192,138,364,556
2005,High Point,2310,821,1881,194,567,474,729,390,765,1154,445,290,107,510,656
2005,Vermont,2309,808,1857,271,755,422,586,366,772,1137,493,217,57,376,508
2005,Santa Clara,2308,791,1882,212,627,514,714,639,975,1613,450,216,62,416,676
2005,George Washington,2308,833,1750,162,447,480,693,384,701,1085,484,293,128,444,523
2005,Providence,2308,853,1847,206,593,396,559,391,692,1082,514,254,187,466,557
2005,UCF,2304,784,1702,283,761,453,651,399,757,1155,512,222,143,484,621
2005,Rice,2301,849,1764,138,416,465,642,331,780,1111,493,201,125,445,551
2005,Wichita State,2300,769,1644,229,606,533,743,336,809,1144,495,161,76,442,602
2005,Clemson,2294,832,1878,198,596,432,719,452,740,1191,463,319,166,557,649
2005,Saint Joseph's,2294,753,1769,275,742,513,778,393,840,1233,511,193,184,482,611
2005,Wisconsin,2290,788,1789,250,640,464,685,330,823,1152,444,179,62,386,516
2005,Ohio,2288,773,1675,182,555,560,802,358,705,1062,374,273,86,416,570
2005,Texas A&M,2284,786,1614,195,498,517,757,351,757,1107,507,197,109,430,693
2005,Northeastern,2277,811,1854,242,723,413,582,306,722,1027,404,218,202,414,514
2005,Ohio State,2273,848,1841,259,716,318,485,296,760,1056,492,230,63,369,531
2005,UNLV,2272,810,1806,212,592,440,630,617,1013,1629,437,186,115,447,631
2005,Oakland,2269,811,1804,201,593,446,671,566,838,1404,474,228,77,384,561
2005,Denver,2266,824,1735,197,524,421,602,327,753,1080,485,230,152,400,491
2005,South Carolina,2263,852,1843,164,505,395,644,387,705,1092,438,251,142,408,556
2005,Pacific,2258,794,1597,201,526,469,631,334,804,1138,462,154,96,422,455
2005,LSU,2257,776,1690,205,571,500,685,338,730,1067,442,209,127,398,489
2005,Charlotte,2257,763,1767,232,630,499,730,401,699,1099,408,252,92,384,493
2005,Eastern Kentucky,2256,845,1773,194,552,372,555,740,1108,1847,480,232,121,447,596
2005,Chattanooga,2253,795,1745,168,553,495,729,422,871,1292,450,230,60,529,521
