year,team,pts,fgm,fga,3pm,3pa,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf
2005,North Carolina,505,184,358,48,115,89,134,73,239,311,107,40,23,75,99
2005,Illinois,447,163,357,57,158,64,85,62,159,221,114,48,10,61,99
2005,Michigan State,404,138,310,27,82,101,129,64,152,216,65,42,12,62,99
2005,Louisville,387,128,267,44,117,87,124,61,123,183,68,27,21,55,83
2005,Saint Joseph's,361,105,271,41,118,110,150,62,143,204,75,26,31,71,96
2005,South Carolina,350,123,276,20,66,84,142,82,168,250,65,34,21,45,71
2005,West Virginia,324,109,214,42,90,64,84,34,86,119,76,27,14,58,75
2005,Arizona,319,116,214,27,68,60,79,39,99,137,63,24,26,57,53
2005,Maryland,315,108,255,22,76,77,109,62,126,187,64,34,35,71,73
2005,Memphis,312,109,235,25,68,69,103,60,125,184,49,28,24,51,78
2005,Kentucky,291,106,208,22,55,57,86,70,125,194,51,29,14,54,78
2005,Wisconsin,275,92,197,33,77,58,77,29,110,138,52,15,3,44,56
2005,Washington,264,96,189,24,67,48,68,53,78,131,51,20,4,32,59
2005,Wichita State,232,76,141,18,42,62,91,28,91,119,51,13,3,42,50
2005,Milwaukee,229,74,162,30,74,51,68,32,51,82,49,21,9,34,56
2005,Cal State Fullerton,227,79,210,25,73,44,58,73,106,178,27,10,3,35,39
2005,Oklahoma State,226,72,149,20,42,62,75,30,65,94,48,24,1,38,53
2005,Davidson,222,71,183,34,87,46,59,32,87,119,43,17,5,41,64
2005,TCU,211,75,174,33,76,28,49,33,84,116,34,20,6,35,63
2005,Texas Tech,209,87,165,10,28,33,53,56,104,159,49,25,4,36,40
2005,Texas A&M,208,67,144,14,39,60,84,23,72,95,44,24,7,37,69
2005,Georgetown,204,76,162,34,81,18,24,27,77,103,56,18,16,36,54
2005,Vanderbilt,200,72,168,25,67,31,47,33,61,94,44,20,9,40,65
2005,Villanova,197,62,172,19,68,54,78,74,117,191,26,28,13,43,59
2005,NC State,196,65,159,23,61,43,52,23,73,95,39,34,17,42,53
2005,Utah,179,60,127,15,42,44,76,81,117,198,40,14,6,49,52
2005,Duke,177,52,132,21,65,52,71,27,95,122,28,25,13,44,60
2005,Missouri State,176,61,136,15,36,39,54,35,67,101,38,16,10,23,37
2005,Wake Forest,175,60,129,17,51,38,57,27,77,104,39,17,5,33,40
2005,Western Kentucky,169,53,121,15,47,48,61,25,48,73,27,21,8,30,42
2005,Boston College,160,53,102,12,23,42,60,23,55,77,40,14,8,41,36
2005,Pacific,158,56,122,18,44,28,40,42,52,94,28,6,2,20,36
2005,UNLV,155,55,109,20,45,25,40,41,77,117,32,12,5,28,47
2005,Mississippi State,148,52,119,13,30,31,47,27,66,93,22,10,11,19,38
2005,DePaul,147,50,116,13,35,34,42,29,42,71,25,6,7,18,40
2005,Oakland,147,54,115,13,30,26,38,25,49,74,26,11,2,27,30
2005,UAB,145,48,123,13,46,36,54,22,43,65,30,17,4,29,45
2005,Gonzaga,143,56,121,7,29,24,40,68,92,160,27,7,6,23,31
2005,Southern Illinois,142,48,117,10,31,36,44,23,59,81,26,16,2,21,50
2005,Oklahoma,142,55,140,5,32,27,34,50,63,112,19,17,6,21,38
2005,UConn,139,51,110,5,20,32,43,24,59,82,26,10,10,27,29
2005,San Francisco,138,55,130,14,37,14,20,56,68,124,22,12,3,19,30
2005,Holy Cross,138,50,125,8,28,30,49,36,52,87,22,17,7,22,41
2005,Cincinnati,136,47,118,16,44,26,41,27,47,73,28,9,12,18,38
2005,Georgia Tech,134,48,109,13,32,25,32,18,60,78,22,17,3,23,43
2005,Florida,132,41,106,14,41,36,44,23,43,66,24,17,12,34,51
2005,Buffalo,131,46,120,5,29,34,54,29,58,87,19,16,8,18,45
2005,Western Michigan,130,43,112,12,42,32,51,30,47,77,22,13,4,18,30
2005,Iowa State,129,52,133,6,21,19,36,32,50,82,31,20,10,29,40
2005,Bucknell,126,45,105,13,46,23,30,17,43,59,30,14,3,19,45
2005,Virginia Tech,122,40,117,10,40,32,56,36,73,109,24,17,11,14,30
2005,Vermont,121,44,129,14,43,19,25,36,36,71,19,14,0,24,31
2005,Nevada,120,43,116,6,23,28,43,30,78,107,21,14,8,22,31
2005,Oregon State,83,33,66,11,27,6,10,8,35,42,21,4,6,14,11
2005,Rice,82,27,63,5,16,23,30,14,25,38,13,6,5,14,20
2005,Old Dominion,81,26,61,7,20,22,26,10,20,30,13,9,1,15,29
2005,Kent State,80,33,64,6,19,8,17,15,29,43,17,5,1,28,28
2005,Arizona State,78,30,67,4,24,14,19,32,42,74,20,3,3,12,21
2005,Montana,77,33,65,9,20,2,8,11,23,33,15,5,0,18,16
2005,Drexel,76,25,63,8,23,18,27,18,25,43,7,5,5,16,24
2005,Clemson,74,25,54,9,23,15,25,12,33,44,18,10,0,23,32
2005,Alabama,73,26,50,9,23,12,16,11,23,34,17,3,3,19,20
2005,Notre Dame,73,20,48,10,25,23,30,13,23,36,14,5,7,19,21
2005,Oral Roberts,72,26,81,3,21,17,24,22,44,65,13,13,4,15,24
2005,UCF,71,21,61,11,28,18,21,11,19,29,16,10,6,9,21
2005,Pittsburgh,71,25,59,8,23,13,18,11,20,30,10,7,3,10,20
2005,Stanford,70,24,63,4,18,18,25,13,18,30,9,6,3,5,19
2005,Missouri,70,23,58,6,25,18,25,15,23,37,14,4,1,8,17
2005,Houston,69,26,56,13,34,4,10,12,22,33,14,4,3,7,24
2005,Alabama A&M ,69,23,59,10,28,13,18,11,19,29,16,6,3,14,17
2005,LSU,68,23,64,6,31,16,22,17,27,44,10,6,5,20,26
2005,George Washington,68,29,65,6,16,4,16,11,31,41,19,9,4,14,20
2005,Denver,67,25,42,7,14,10,14,12,24,36,13,3,1,13,10
2005,Miami (FL),67,23,61,13,27,8,12,12,35,46,10,4,4,6,13
2005,Niagara,67,24,68,6,28,13,15,10,28,37,12,8,2,16,16
2005,UCLA,66,26,60,6,20,8,15,22,31,52,16,5,2,13,15
2005,Northeastern,65,21,52,8,22,15,23,12,20,32,10,3,8,23,21
2005,Pennsylvania ,65,25,71,10,30,5,10,15,19,34,17,11,2,17,19
2005,Winthrop,64,22,60,10,26,10,12,25,42,66,16,4,0,13,19
2005,Eastern Kentucky,64,26,59,6,18,6,11,35,44,78,14,5,1,17,20
2005,Iowa,64,20,59,5,17,19,25,16,27,43,5,6,1,11,20
2005,Charlotte,63,23,58,8,21,9,14,9,33,42,11,8,2,19,18
2005,Kansas,63,20,46,1,11,22,27,9,26,34,14,5,3,13,15
2005,Louisiana,62,24,53,4,12,10,18,15,23,37,14,7,0,18,21
2005,VCU,62,20,53,6,22,16,21,12,22,34,8,8,5,14,22
2005,Ohio,62,18,46,9,18,17,26,10,23,33,8,8,5,20,21
2005,Creighton,61,21,50,8,20,11,13,9,18,27,12,8,3,17,16
2005,Indiana,60,21,56,4,18,14,20,15,17,32,5,8,4,13,17
2005,Miami (OH),58,23,52,4,15,8,12,13,26,38,12,5,5,14,18
2005,Texas,57,24,68,5,10,4,6,14,39,52,2,5,6,5,16
2005,Syracuse,57,23,55,3,12,8,9,14,23,37,8,9,3,24,12
2005,Saint Mary's,56,17,51,4,20,18,22,15,39,54,3,2,2,20,17
2005,Fairleigh Dickinson,55,23,57,4,16,5,11,15,28,42,11,6,3,17,19
2005,UTEP,54,22,53,2,9,8,9,15,28,43,13,6,1,10,20
2005,Chattanooga,54,21,52,6,20,6,9,11,24,35,12,5,1,22,19
2005,Minnesota,53,21,63,5,23,6,10,18,23,41,8,9,1,17,18
2005,Utah State,53,20,55,7,19,6,10,13,20,32,15,6,3,12,16
2005,Northern Iowa,52,22,53,4,17,4,8,9,34,42,8,4,2,8,15
2005,Southeastern Louisiana,50,20,45,3,10,7,10,5,14,19,10,12,2,17,22
2005,Temple,50,17,53,8,23,8,10,14,36,50,7,3,1,9,19
2005,New Mexico,47,17,57,4,25,9,12,31,42,72,6,9,4,17,20
2005,Delaware State,46,19,52,5,15,3,6,10,30,39,10,3,1,11,23
2005,Hofstra,44,18,52,2,16,6,9,12,30,42,10,9,1,9,19
2005,Marquette,40,16,56,1,21,7,14,16,22,38,9,8,3,11,15
2005,Boston University,34,13,55,1,13,7,9,14,24,38,6,5,5,14,9
