year,team,pts,fgm,fga,3pm,3pa,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf
2007,Virginia Military,3331,1176,2702,442,1388,537,817,499,684,1183,686,491,119,547,760
2007,North Carolina,3258,1187,2379,215,600,669,940,479,990,1468,696,309,173,520,646
2007,Florida,3193,1125,2138,297,727,646,936,415,1018,1432,614,266,194,560,626
2007,Kansas,2978,1106,2241,231,584,535,811,460,987,1446,651,350,246,534,716
2007,Memphis,2918,1024,2249,278,792,592,953,508,877,1385,537,344,217,483,731
2007,Ohio State,2905,1029,2178,287,794,560,797,411,907,1318,583,265,218,438,534
2007,Texas,2860,963,2164,308,792,626,850,457,852,1308,479,262,197,429,611
2007,Tennessee,2831,981,2189,327,896,542,830,442,761,1202,546,336,108,485,703
2007,Oregon,2807,963,2131,350,897,531,698,397,803,1199,513,254,74,460,604
2007,UNLV,2772,979,2201,289,801,525,733,414,776,1190,548,289,194,400,670
2007,Davidson,2765,969,2158,328,888,499,663,428,876,1303,559,273,91,492,603
2007,Mississippi State,2692,951,2071,275,775,515,774,409,897,1306,512,245,222,484,599
2007,Maryland,2685,971,2032,196,509,547,787,397,855,1252,587,253,233,541,611
2007,Gonzaga,2668,933,1932,230,583,572,762,330,867,1197,492,212,123,462,654
2007,USC,2656,946,1988,207,523,557,779,330,883,1212,472,206,148,529,662
2007,Brigham Young,2654,972,1981,256,617,454,688,373,813,1186,542,205,118,452,662
2007,Niagara,2654,889,2125,274,799,602,824,472,783,1254,467,224,55,467,607
2007,New Mexico State,2652,906,1890,199,513,641,975,436,802,1238,472,242,94,570,698
2007,Syracuse,2645,898,2027,257,705,592,852,399,896,1294,522,292,250,521,617
2007,Pittsburgh,2637,961,2035,229,599,486,735,400,838,1238,647,194,133,429,612
2007,Clemson,2636,1017,2169,248,726,354,612,469,769,1237,565,341,191,497,606
2007,Nevada,2632,949,1961,253,623,481,636,361,872,1233,569,183,148,444,571
2007,VCU,2626,901,1971,244,609,580,797,385,694,1078,475,268,106,390,643
2007,Oklahoma State,2626,913,1952,221,614,579,796,375,778,1153,505,260,129,551,653
2007,North Texas,2617,926,2033,226,610,539,821,444,830,1274,430,224,153,534,690
2007,Bradley,2616,924,2011,349,831,419,618,315,712,1026,544,291,82,396,644
2007,Texas A&M-CC,2615,912,1747,192,478,599,847,345,758,1103,595,257,95,531,630
2007,West Virginia,2610,921,2011,371,989,397,557,321,715,1035,633,295,126,390,544
2007,Florida State,2607,936,1947,237,624,498,657,366,710,1075,433,276,116,510,625
2007,Xavier,2595,849,1786,269,691,628,847,340,744,1083,509,191,120,424,604
2007,Vanderbilt,2594,904,1984,317,843,469,643,296,768,1064,578,257,93,417,583
2007,Notre Dame,2592,869,1893,287,735,567,763,372,786,1157,552,271,110,408,582
2007,NC State,2580,908,1849,214,599,550,756,289,840,1129,523,190,122,532,572
2007,Western Kentucky,2580,909,1887,263,651,499,688,370,674,1043,447,228,86,488,693
2007,Long Beach State,2575,906,1994,273,728,490,698,408,740,1147,454,237,91,444,560
2007,Texas A&M,2570,908,1823,215,510,539,753,310,823,1133,591,224,111,410,660
2007,UCLA,2569,948,1988,245,656,428,643,345,761,1105,522,270,113,431,594
2007,Massachusetts,2558,929,1946,198,579,502,808,438,810,1248,524,227,247,531,698
2007,Georgetown,2555,923,1826,235,635,474,667,379,798,1177,545,192,189,486,608
2007,Marist,2548,888,1971,312,879,460,674,359,812,1171,514,189,74,432,628
2007,Winthrop,2545,923,1936,278,773,421,676,380,820,1199,567,268,126,437,583
