year,team,pts,fgm,fga,3pm,3pa,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf
2019,Gonzaga,3243,1177,2239,287,790,602,791,351,1051,1402,661,278,201,393,603
2019,Auburn,3188,1097,2439,454,1204,540,760,445,877,1322,569,369,189,472,731
2019,Duke,3143,1157,2418,278,903,551,803,484,1051,1535,606,346,257,488,595
2019,Texas Southern,3102,1083,2379,276,852,660,988,448,1006,1454,591,309,114,589,679
2019,Green Bay,3090,1106,2413,303,879,575,818,365,979,1344,578,291,154,500,730
2019,North Carolina,3089,1118,2410,312,862,541,728,458,1086,1544,677,252,120,472,611
2019,Lipscomb,3076,1071,2230,327,876,607,801,315,1018,1333,654,268,108,489,633
2019,Buffalo,3037,1083,2344,344,1022,527,767,436,994,1430,599,263,140,432,659
2019,Tennessee,3035,1106,2232,262,714,561,744,363,973,1336,661,221,199,412,654
2019,Michigan State,3025,1071,2230,319,844,564,749,399,1129,1528,715,201,205,493,647
2019,Marshall,2978,1047,2367,362,1058,522,723,302,900,1202,527,334,170,453,664
2019,Hofstra,2919,998,2055,308,800,615,767,296,847,1143,492,228,122,342,526
2019,Central Michigan,2896,991,2177,305,822,609,908,403,880,1283,467,267,107,425,593
2019,NC State,2882,1061,2319,292,830,468,661,458,874,1332,539,257,138,449,691
2019,Memphis,2882,1013,2241,260,807,596,835,423,905,1328,553,288,144,540,739
2019,Wofford,2879,1044,2132,385,929,406,577,357,852,1209,528,233,105,376,588
2019,Belmont,2868,1042,2094,343,921,441,598,268,966,1234,645,220,125,376,509
2019,Hampton,2845,966,2236,291,844,622,790,351,973,1324,487,215,121,378,648
2019,DePaul,2821,1009,2143,241,703,562,773,383,930,1313,513,227,117,487,630
2019,Presbyterian,2817,966,2150,394,1034,491,674,305,884,1189,565,214,69,358,617
2019,LSU,2815,988,2162,236,740,603,802,452,870,1322,452,308,148,454,634
2019,Kentucky,2806,978,2050,215,607,635,859,408,983,1391,501,220,176,467,600
2019,Florida International,2798,986,2239,279,923,547,855,358,833,1191,490,359,154,477,655
2019,South Dakota State,2789,984,1965,327,802,494,635,235,982,1217,489,202,65,386,557
