year,team,seed,wins,losses,cwins,closses
2007,North Carolina,1,27,7,11,5
2007,Florida,1,29,5,13,3
2007,Ohio State,1,30,3,15,1
2007,Kansas,1,29,5,14,2
2007,Georgetown,2,27,5,13,3
2007,Wisconsin,2,28,6,13,3
2007,Memphis,2,30,3,16,0
2007,UCLA,2,27,4,15,3
2007,Washington State,3,24,8,13,5
2007,Oregon,3,26,7,11,7
2007,Texas A&M,3,25,6,13,3
2007,Pittsburgh,3,27,7,12,4
2007,Texas,4,23,10,12,4
2007,Maryland,4,23,9,10,6
2007,Virginia,4,19,11,11,5
2007,Southern Illinois,4,27,6,15,3
2007,USC,5,24,10,11,7
2007,Butler,5,28,5,13,3
2007,Tennessee,5,23,9,10,6
2007,Virginia Tech,5,21,11,10,6
2007,Vanderbilt,6,21,10,10,6
2007,Notre Dame,6,23,8,11,5
2007,Louisville,6,23,9,12,4
2007,Duke,6,21,11,8,8
2007,Boston College,7,20,11,10,6
2007,UNLV,7,29,5,12,4
2007,Nevada,7,28,4,14,2
2007,Indiana,7,20,10,10,6
2007,Marquette,8,23,10,10,6
2007,Arizona,8,19,11,11,7
2007,Brigham Young,8,24,9,13,3
2007,Kentucky,8,21,11,9,7
2007,Michigan State,9,23,10,8,8
2007,Purdue,9,22,10,9,7
2007,Xavier,9,25,7,13,3
2007,Villanova,9,22,10,9,7
2007,Texas Tech,10,21,12,9,7
2007,Georgia Tech,10,20,11,8,8
2007,Creighton,10,22,10,13,5
2007,Gonzaga,10,23,10,11,3
2007,George Washington,11,23,8,11,5
2007,Winthrop,11,29,3,14,0
2007,Stanford,11,18,12,10,8
2007,VCU,11,28,5,16,2
2007,Arkansas,12,21,13,7,9
2007,Old Dominion,12,24,8,15,3
2007,Long Beach State,12,24,7,12,2
2007,Illinois,12,23,11,9,7
2007,New Mexico State,13,25,8,11,5
2007,Davidson,13,29,4,17,1
2007,Albany,13,23,9,13,3
2007,Holy Cross,13,25,8,13,1
2007,Oral Roberts,14,23,10,12,2
2007,Miami (OH),14,18,14,10,6
2007,Pennsylvania ,14,22,8,13,1
2007,Wright State,14,23,9,13,3
2007,Belmont,15,23,9,12,4
2007,Texas A&M-CC,15,26,6,14,2
2007,North Texas,15,23,10,10,8
2007,Weber State,15,20,11,11,5
2007,Eastern Kentucky,16,21,11,13,7
2007,Jackson State,16,21,13,12,6
2007,Central Connecticut State,16,22,11,16,2
2007,Niagara,16,23,10,13,5
2007,Florida A&M,16,20,14,12,6
