year,team,seed,wins,losses,cwins,closses
2008,North Carolina,1,31,3,14,2
2008,Kansas,1,32,2,13,3
2008,Memphis,1,33,1,16,0
2008,UCLA,1,31,3,16,2
2008,Tennessee,2,28,5,14,2
2008,Georgetown,2,26,6,15,3
2008,Texas,2,28,6,13,3
2008,Duke,2,26,6,13,3
2008,Louisville,3,25,7,14,4
2008,Wisconsin,3,28,5,16,2
2008,Stanford,3,26,7,13,5
2008,Xavier,3,27,6,14,2
2008,Washington State,4,24,8,11,7
2008,Vanderbilt,4,25,8,10,6
2008,Pittsburgh,4,25,10,10,8
2008,UConn,4,23,9,13,5
2008,Notre Dame,5,24,7,14,4
2008,Clemson,5,23,10,10,6
2008,Michigan State,5,26,7,12,6
2008,Drake,5,27,5,15,3
2008,Oklahoma,6,22,11,9,7
2008,USC,6,20,12,11,7
2008,Marquette,6,24,9,11,7
2008,Purdue,6,24,8,15,3
2008,Butler,7,29,3,16,2
2008,Gonzaga,7,24,8,13,1
2008,Miami (FL),7,22,10,8,8
2008,West Virginia,7,25,9,11,7
2008,Indiana,8,24,8,14,4
2008,UNLV,8,26,7,12,4
2008,Mississippi State,8,22,10,12,4
2008,Brigham Young,8,26,8,14,2
2008,Arkansas,9,23,10,9,7
2008,Kent State,9,28,6,13,3
2008,Oregon,9,18,13,9,9
2008,Texas A&M,9,25,9,8,8
2008,South Alabama,10,26,6,16,2
2008,Davidson,10,29,3,20,0
2008,Saint Mary's,10,25,6,12,2
2008,Arizona,10,19,14,8,10
2008,Saint Joseph's,11,21,12,9,7
2008,Kansas State,11,21,10,10,6
2008,Kentucky,11,18,12,12,4
2008,Baylor,11,21,10,9,7
2008,George Mason,12,23,10,12,6
2008,Villanova,12,21,11,9,9
2008,Temple,12,21,12,11,5
2008,Western Kentucky,12,28,5,16,2
2008,Winthrop,13,22,11,10,4
2008,Siena,13,23,9,13,5
2008,Oral Roberts,13,24,8,16,2
2008,San Diego,13,22,12,11,3
2008,Boise State,14,25,8,12,4
2008,Cal State Fullerton,14,24,8,12,4
2008,Cornell,14,22,5,14,0
2008,Georgia,14,17,16,4,12
2008,American University,15,21,11,10,4
2008,UMBC,15,24,8,13,3
2008,Austin Peay,15,24,10,16,4
2008,Belmont,15,25,8,14,2
2008,Mount St. Mary's,16,18,14,11,7
2008,Coppin State,16,16,20,7,9
2008,Portland State,16,23,9,14,2
2008,Texas-Arlington,16,21,11,7,9
2008,Mississippi Valley State,16,17,15,12,6
