year,team,seed,wins,losses,cwins,closses
2024,UConn,1,31,3,18,2
2024,Purdue,1,29,4,17,3
2024,Houston,1,29,5,15,3
2024,North Carolina,1,26,8,17,3
2024,Iowa State,2,26,8,13,5
2024,Arizona,2,24,9,15,5
2024,Marquette,2,24,10,14,6
2024,Tennessee,2,24,8,14,4
2024,Illinois,3,27,7,14,6
2024,Creighton,3,23,9,14,6
2024,Baylor,3,22,11,11,7
2024,Kentucky,3,22,10,13,5
2024,Auburn,4,26,8,13,5
2024,Duke,4,24,8,15,5
2024,Alabama,4,22,10,13,5
2024,Kansas,4,21,11,10,8
2024,Gonzaga,5,26,6,14,2
2024,Saint Mary's,5,25,8,15,1
2024,San Diego State,5,24,10,11,7
2024,Wisconsin,5,21,14,11,9
2024,South Carolina,6,25,8,13,5
2024,Clemson,6,23,9,11,9
2024,Brigham Young,6,22,11,10,8
2024,Texas Tech,6,22,11,11,7
2024,Dayton,7,24,7,14,4
2024,Washington State,7,24,9,14,6
2024,Florida,7,23,12,11,7
2024,Texas,7,20,12,9,9
2024,Utah State,8,27,6,14,4
2024,Nebraska,8,22,11,12,8
2024,Mississippi State,8,20,14,8,10
2024,Florida Atlantic ,9,24,9,14,4
2024,Northwestern,9,22,10,12,8
2024,TCU,9,21,12,9,9
2024,Texas A&M,9,21,13,9,9
2024,Michigan State,9,20,13,10,10
2024,Drake,10,28,6,16,4
2024,Colorado,10,25,9,13,7
2024,Nevada,10,26,7,13,5
2024,Colorado State,10,24,10,10,8
2024,Virginia,10,23,10,13,7
2024,Boise State,10,22,10,13,5
2024,NC State,11,25,11,9,11
2024,New Mexico,11,26,9,10,8
2024,Duquesne,11,25,10,10,8
2024,Oregon,11,24,10,12,8
2024,James Madison,12,32,2,15,3
2024,Grand Canyon,12,30,3,17,3
2024,McNeese State,12,30,3,17,1
2024,UAB,12,23,11,12,6
2024,Samford,13,29,5,15,3
2024,Vermont,13,28,6,15,1
2024,Charleston,13,27,7,15,3
2024,Yale,13,23,8,11,3
2024,Morehead State,14,26,8,14,4
2024,Colgate,14,25,9,16,2
2024,Akron,14,24,10,13,5
2024,Oakland,14,24,10,15,5
2024,South Dakota State,15,22,12,12,4
2024,Western Kentucky,15,22,11,8,8
2024,Long Beach State,15,21,14,10,10
2024,Saint Peter's,15,19,13,12,8
2024,Stetson,16,22,12,11,5
2024,Grambling State,16,21,13,14,4
2024,Longwood,16,21,13,6,10
2024,Howard,16,17,17,9,5
2024,Montana State,16,16,18,9,9
2024,Wagner,16,17,14,7,9
