year,team,pts,ptspg,fgm,fga,fgp,3pm,3pa,3pp,ftm,fta,ftp,orb,orbpg,drb,drbpg,reb,rebpg,ast,astpg,stl,stlpg,blk,blkpg,tov,tovpg,pf,pfpg,seed,wins,losses,winp,cwins,closses,cwinp
2007,VCU,2468.0,74.788,846.0,1839.0,0.46,228.0,570.0,0.4,548.0,756.0,0.725,356.0,10.788,658.0,19.939,1013.0,30.697,448.0,13.576,246.0,7.455,102.0,3.091,372.0,11.273,595.0,18.03,11.0,28.0,5.0,0.848,16.0,2.0,0.889
2007,North Texas,2559.0,77.545,907.0,1980.0,0.458,222.0,600.0,0.37,523.0,799.0,0.655,434.0,13.152,806.0,24.424,1240.0,37.576,418.0,12.667,218.0,6.606,148.0,4.485,516.0,15.636,665.0,20.152,15.0,23.0,10.0,0.697,10.0,8.0,0.556
2007,Texas A&M-CC,2552.0,79.75,892.0,1701.0,0.524,186.0,466.0,0.399,582.0,822.0,0.708,338.0,10.562,731.0,22.844,1069.0,33.406,579.0,18.094,252.0,7.875,90.0,2.812,514.0,16.062,604.0,18.875,15.0,26.0,6.0,0.812,14.0,2.0,0.875
2007,Xavier,2445.0,76.406,799.0,1669.0,0.479,253.0,651.0,0.389,594.0,802.0,0.741,322.0,10.062,696.0,21.75,1018.0,31.812,484.0,15.125,184.0,5.75,114.0,3.562,406.0,12.688,564.0,17.625,9.0,25.0,7.0,0.781,13.0,3.0,0.812
2007,Vanderbilt,2374.0,76.581,830.0,1809.0,0.459,286.0,758.0,0.377,428.0,589.0,0.727,264.0,8.516,694.0,22.387,958.0,30.903,526.0,16.968,234.0,7.548,84.0,2.71,384.0,12.387,528.0,17.032,6.0,21.0,10.0,0.677,10.0,6.0,0.625
2007,Notre Dame,2528.0,81.548,841.0,1826.0,0.461,283.0,713.0,0.397,563.0,750.0,0.751,359.0,11.581,757.0,24.419,1116.0,36.0,542.0,17.484,261.0,8.419,108.0,3.484,395.0,12.742,560.0,18.065,6.0,23.0,8.0,0.742,11.0,5.0,0.688
2007,Long Beach State,2489.0,80.29,874.0,1929.0,0.453,261.0,707.0,0.369,480.0,684.0,0.702,398.0,12.839,722.0,23.29,1119.0,36.097,443.0,14.29,235.0,7.581,88.0,2.839,431.0,13.903,537.0,17.323,12.0,24.0,7.0,0.774,12.0,2.0,0.857
2007,Texas A&M,2366.0,76.323,837.0,1672.0,0.501,202.0,479.0,0.422,490.0,677.0,0.724,280.0,9.032,751.0,24.226,1032.0,33.29,558.0,18.0,210.0,6.774,105.0,3.387,384.0,12.387,604.0,19.484,3.0,25.0,6.0,0.806,13.0,3.0,0.812
2007,UCLA,2247.0,72.484,837.0,1732.0,0.483,215.0,575.0,0.374,358.0,553.0,0.647,305.0,9.839,642.0,20.71,946.0,30.516,460.0,14.839,236.0,7.613,101.0,3.258,368.0,11.871,499.0,16.097,2.0,27.0,4.0,0.871,15.0,3.0,0.833
2007,Georgetown,2191.0,68.469,784.0,1548.0,0.506,201.0,549.0,0.366,422.0,588.0,0.718,312.0,9.75,678.0,21.188,991.0,30.969,459.0,14.344,167.0,5.219,161.0,5.031,429.0,13.406,527.0,16.469,2.0,27.0,5.0,0.844,13.0,3.0,0.812
2007,Winthrop,2410.0,75.312,871.0,1813.0,0.48,262.0,721.0,0.363,406.0,649.0,0.626,354.0,11.062,764.0,23.875,1118.0,34.938,534.0,16.688,259.0,8.094,117.0,3.656,410.0,12.812,553.0,17.281,11.0,29.0,3.0,0.906,14.0,0.0,1.0
2007,Wisconsin,2383.0,70.088,824.0,1780.0,0.463,198.0,556.0,0.356,537.0,791.0,0.679,349.0,10.265,762.0,22.412,1112.0,32.706,465.0,13.676,192.0,5.647,111.0,3.265,377.0,11.088,508.0,14.941,2.0,28.0,6.0,0.824,13.0,3.0,0.812
2007,Georgia Tech,2452.0,79.097,910.0,1848.0,0.492,198.0,529.0,0.374,434.0,635.0,0.683,396.0,12.774,667.0,21.516,1064.0,34.323,480.0,15.484,310.0,10.0,110.0,3.548,484.0,15.613,642.0,20.71,10.0,20.0,11.0,0.645,8.0,8.0,0.5
2007,Kentucky,2353.0,73.531,846.0,1766.0,0.479,216.0,605.0,0.357,445.0,636.0,0.7,304.0,9.5,775.0,24.219,1080.0,33.75,508.0,15.875,191.0,5.969,154.0,4.812,457.0,14.281,507.0,15.844,8.0,21.0,11.0,0.656,9.0,7.0,0.562
2007,Jackson State,2421.0,71.206,853.0,2038.0,0.419,188.0,598.0,0.314,527.0,745.0,0.707,402.0,11.824,718.0,21.118,1120.0,32.941,459.0,13.5,281.0,8.265,106.0,3.118,519.0,15.265,704.0,20.706,16.0,21.0,13.0,0.618,12.0,6.0,0.667
2007,Arkansas,2427.0,71.382,860.0,1853.0,0.464,209.0,593.0,0.352,498.0,710.0,0.701,347.0,10.206,790.0,23.235,1137.0,33.441,516.0,15.176,235.0,6.912,218.0,6.412,512.0,15.059,591.0,17.382,12.0,21.0,13.0,0.618,7.0,9.0,0.438
2007,Florida A&M,2398.0,70.529,817.0,1817.0,0.45,205.0,564.0,0.363,559.0,837.0,0.668,399.0,11.735,760.0,22.353,1158.0,34.059,464.0,13.647,239.0,7.029,60.0,1.765,594.0,17.471,621.0,18.265,16.0,20.0,14.0,0.588,12.0,6.0,0.667
2007,Virginia,2305.0,76.833,764.0,1756.0,0.435,241.0,663.0,0.363,536.0,730.0,0.734,356.0,11.867,731.0,24.367,1087.0,36.233,391.0,13.033,141.0,4.7,93.0,3.1,412.0,13.733,601.0,20.033,4.0,19.0,11.0,0.633,11.0,5.0,0.688
2007,Boston College,2314.0,74.645,791.0,1650.0,0.479,182.0,521.0,0.349,550.0,760.0,0.724,337.0,10.871,665.0,21.452,1002.0,32.323,458.0,14.774,179.0,5.774,179.0,5.774,429.0,13.839,477.0,15.387,7.0,20.0,11.0,0.645,10.0,6.0,0.625
2007,Marquette,2394.0,72.545,836.0,1903.0,0.439,207.0,622.0,0.333,515.0,768.0,0.671,420.0,12.727,717.0,21.727,1136.0,34.424,468.0,14.182,289.0,8.758,111.0,3.364,473.0,14.333,672.0,20.364,8.0,23.0,10.0,0.697,10.0,6.0,0.625
2007,Oral Roberts,2386.0,72.303,805.0,1714.0,0.47,198.0,544.0,0.364,578.0,811.0,0.713,326.0,9.879,765.0,23.182,1091.0,33.061,448.0,13.576,209.0,6.333,150.0,4.545,494.0,14.97,588.0,17.818,14.0,23.0,10.0,0.697,12.0,2.0,0.857
2007,Texas Tech,2362.0,71.576,812.0,1794.0,0.453,201.0,488.0,0.412,537.0,728.0,0.738,269.0,8.152,651.0,19.727,920.0,27.879,441.0,13.364,227.0,6.879,62.0,1.879,385.0,11.667,576.0,17.455,10.0,21.0,12.0,0.636,9.0,7.0,0.562
2007,Butler,2258.0,68.424,718.0,1644.0,0.437,293.0,802.0,0.365,529.0,693.0,0.763,264.0,8.0,648.0,19.636,913.0,27.667,404.0,12.242,172.0,5.212,61.0,1.848,306.0,9.273,632.0,19.152,5.0,28.0,5.0,0.848,13.0,3.0,0.812
2007,Louisville,2286.0,71.438,800.0,1850.0,0.432,238.0,716.0,0.332,448.0,668.0,0.671,410.0,12.812,729.0,22.781,1140.0,35.625,478.0,14.938,237.0,7.406,136.0,4.25,403.0,12.594,644.0,20.125,6.0,23.0,9.0,0.719,12.0,4.0,0.75
2007,Virginia Tech,2326.0,72.688,852.0,1806.0,0.472,155.0,422.0,0.367,467.0,703.0,0.664,328.0,10.25,690.0,21.562,1018.0,31.812,435.0,13.594,271.0,8.469,153.0,4.781,343.0,10.719,584.0,18.25,5.0,21.0,11.0,0.656,10.0,6.0,0.625
2007,Arizona,2354.0,78.467,825.0,1719.0,0.48,168.0,490.0,0.343,536.0,719.0,0.745,341.0,11.367,722.0,24.067,1064.0,35.467,486.0,16.2,180.0,6.0,97.0,3.233,409.0,13.633,402.0,13.4,8.0,19.0,11.0,0.633,11.0,7.0,0.611
2007,Villanova,2334.0,72.938,757.0,1772.0,0.427,241.0,683.0,0.353,579.0,741.0,0.781,384.0,12.0,702.0,21.938,1087.0,33.969,411.0,12.844,262.0,8.188,105.0,3.281,435.0,13.594,619.0,19.344,9.0,22.0,10.0,0.688,9.0,7.0,0.562
2007,Belmont,2335.0,72.969,828.0,1780.0,0.465,282.0,785.0,0.359,397.0,570.0,0.696,331.0,10.344,786.0,24.562,1117.0,34.906,503.0,15.719,194.0,6.062,104.0,3.25,506.0,15.812,587.0,18.344,15.0,23.0,9.0,0.719,12.0,4.0,0.75
2007,Purdue,2237.0,69.906,791.0,1712.0,0.462,209.0,580.0,0.36,446.0,653.0,0.683,323.0,10.094,659.0,20.594,983.0,30.719,440.0,13.75,245.0,7.656,87.0,2.719,449.0,14.031,631.0,19.719,9.0,22.0,10.0,0.688,9.0,7.0,0.562
2007,Central Connecticut State,2287.0,69.303,771.0,1769.0,0.436,252.0,662.0,0.381,493.0,678.0,0.727,362.0,10.97,716.0,21.697,1078.0,32.667,416.0,12.606,200.0,6.061,112.0,3.394,454.0,13.758,532.0,16.121,16.0,22.0,11.0,0.667,16.0,2.0,0.889
2007,Duke,2246.0,70.188,795.0,1696.0,0.469,195.0,509.0,0.383,461.0,666.0,0.692,342.0,10.688,732.0,22.875,1074.0,33.562,422.0,13.188,236.0,7.375,151.0,4.719,483.0,15.094,558.0,17.438,6.0,21.0,11.0,0.656,8.0,8.0,0.5
2007,Pennsylvania ,2245.0,74.833,815.0,1654.0,0.493,184.0,500.0,0.368,431.0,650.0,0.663,293.0,9.767,643.0,21.433,935.0,31.167,531.0,17.7,261.0,8.7,91.0,3.033,418.0,13.933,553.0,18.433,14.0,22.0,8.0,0.733,13.0,1.0,0.929
2007,Old Dominion,2244.0,70.125,770.0,1773.0,0.434,231.0,658.0,0.351,473.0,656.0,0.721,346.0,10.812,755.0,23.594,1102.0,34.438,479.0,14.969,244.0,7.625,109.0,3.406,388.0,12.125,599.0,18.719,12.0,24.0,8.0,0.75,15.0,3.0,0.833
2007,Southern Illinois,2100.0,63.636,709.0,1570.0,0.452,204.0,554.0,0.368,478.0,689.0,0.694,289.0,8.758,650.0,19.697,939.0,28.455,386.0,11.697,217.0,6.576,110.0,3.333,453.0,13.727,684.0,20.727,4.0,27.0,6.0,0.818,15.0,3.0,0.833
2007,Michigan State,2148.0,65.091,762.0,1618.0,0.471,170.0,456.0,0.373,454.0,639.0,0.71,366.0,11.091,746.0,22.606,1112.0,33.697,527.0,15.97,169.0,5.121,159.0,4.818,490.0,14.848,605.0,18.333,9.0,23.0,10.0,0.697,8.0,8.0,0.5
2007,Washington State,2129.0,66.531,772.0,1660.0,0.465,184.0,495.0,0.372,401.0,564.0,0.711,226.0,7.062,683.0,21.344,909.0,28.406,444.0,13.875,212.0,6.625,143.0,4.469,327.0,10.219,520.0,16.25,3.0,24.0,8.0,0.75,13.0,5.0,0.722
2007,Weber State,2224.0,71.742,759.0,1541.0,0.493,179.0,450.0,0.398,527.0,785.0,0.671,273.0,8.806,690.0,22.258,963.0,31.065,429.0,13.839,207.0,6.677,75.0,2.419,497.0,16.032,598.0,19.29,15.0,20.0,11.0,0.645,11.0,5.0,0.688
2007,George Washington,2203.0,71.065,811.0,1751.0,0.463,168.0,451.0,0.373,413.0,586.0,0.705,338.0,10.903,656.0,21.161,995.0,32.097,456.0,14.71,289.0,9.323,137.0,4.419,415.0,13.387,585.0,18.871,11.0,23.0,8.0,0.742,11.0,5.0,0.688
2007,Indiana,2127.0,70.9,743.0,1645.0,0.452,238.0,620.0,0.384,403.0,566.0,0.712,312.0,10.4,626.0,20.867,937.0,31.233,401.0,13.367,199.0,6.633,134.0,4.467,366.0,12.2,624.0,20.8,7.0,20.0,10.0,0.667,10.0,6.0,0.625
2007,Illinois,2193.0,64.5,771.0,1785.0,0.432,235.0,674.0,0.349,416.0,665.0,0.626,440.0,12.941,770.0,22.647,1210.0,35.588,476.0,14.0,202.0,5.941,98.0,2.882,455.0,13.382,581.0,17.088,12.0,23.0,11.0,0.676,9.0,7.0,0.562
2007,Albany,2184.0,68.25,776.0,1704.0,0.455,219.0,581.0,0.377,413.0,572.0,0.722,318.0,9.938,684.0,21.375,1003.0,31.344,420.0,13.125,189.0,5.906,78.0,2.438,423.0,13.219,615.0,19.219,13.0,23.0,9.0,0.719,13.0,3.0,0.812
2007,Creighton,2149.0,67.156,710.0,1591.0,0.446,202.0,588.0,0.344,527.0,698.0,0.755,308.0,9.625,680.0,21.25,988.0,30.875,429.0,13.406,200.0,6.25,82.0,2.562,405.0,12.656,534.0,16.688,10.0,22.0,10.0,0.688,13.0,5.0,0.722
2007,Holy Cross,2120.0,64.242,724.0,1653.0,0.438,190.0,533.0,0.356,482.0,656.0,0.735,342.0,10.364,653.0,19.788,995.0,30.152,453.0,13.727,315.0,9.545,123.0,3.727,490.0,14.848,598.0,18.121,13.0,25.0,8.0,0.758,13.0,1.0,0.929
2007,Stanford,2098.0,69.933,757.0,1687.0,0.449,171.0,487.0,0.351,413.0,598.0,0.691,350.0,11.667,734.0,24.467,1085.0,36.167,450.0,15.0,142.0,4.733,183.0,6.1,435.0,14.5,548.0,18.267,11.0,18.0,12.0,0.6,10.0,8.0,0.556
2007,Eastern Kentucky,2086.0,65.188,754.0,1632.0,0.462,258.0,733.0,0.352,320.0,470.0,0.681,248.0,7.75,605.0,18.906,852.0,26.625,463.0,14.469,251.0,7.844,83.0,2.594,419.0,13.094,435.0,13.594,16.0,21.0,11.0,0.656,13.0,7.0,0.65
2007,Wright State,2067.0,64.594,743.0,1681.0,0.442,175.0,499.0,0.351,406.0,552.0,0.736,290.0,9.062,676.0,21.125,965.0,30.156,390.0,12.188,187.0,5.844,49.0,1.531,390.0,12.188,559.0,17.469,14.0,23.0,9.0,0.719,13.0,3.0,0.812
2007,Miami (OH),1906.0,59.562,699.0,1521.0,0.46,162.0,488.0,0.332,346.0,488.0,0.709,230.0,7.188,669.0,20.906,900.0,28.125,411.0,12.844,186.0,5.812,131.0,4.094,424.0,13.25,545.0,17.031,14.0,18.0,14.0,0.562,10.0,6.0,0.625
2008,North Carolina,3016.0,88.706,1083.0,2245.0,0.482,188.0,498.0,0.378,662.0,878.0,0.754,493.0,14.5,927.0,27.265,1420.0,41.765,569.0,16.735,283.0,8.324,157.0,4.618,496.0,14.588,577.0,16.971,1.0,31.0,3.0,0.912,14.0,2.0,0.875
2008,Kansas,2771.0,81.5,1004.0,1987.0,0.505,233.0,585.0,0.398,530.0,755.0,0.702,389.0,11.441,850.0,25.0,1239.0,36.441,632.0,18.588,305.0,8.971,211.0,6.206,438.0,12.882,592.0,17.412,1.0,32.0,2.0,0.941,13.0,3.0,0.812
2008,Memphis,2709.0,79.676,978.0,2100.0,0.466,270.0,771.0,0.35,483.0,811.0,0.596,435.0,12.794,873.0,25.676,1308.0,38.471,545.0,16.029,296.0,8.706,207.0,6.088,410.0,12.059,593.0,17.441,1.0,33.0,1.0,0.971,16.0,0.0,1.0
2008,Tennessee,2738.0,82.97,968.0,2098.0,0.461,296.0,817.0,0.362,506.0,771.0,0.656,443.0,13.424,760.0,23.03,1203.0,36.455,600.0,18.182,306.0,9.273,112.0,3.394,419.0,12.697,680.0,20.606,2.0,28.0,5.0,0.848,14.0,2.0,0.875
2008,Texas,2570.0,75.588,923.0,2039.0,0.453,270.0,702.0,0.385,454.0,659.0,0.689,410.0,12.059,808.0,23.765,1219.0,35.853,438.0,12.882,211.0,6.206,176.0,5.176,319.0,9.382,555.0,16.324,2.0,28.0,6.0,0.824,13.0,3.0,0.812
2008,UCLA,2519.0,74.088,902.0,1889.0,0.478,185.0,537.0,0.345,530.0,725.0,0.731,391.0,11.5,765.0,22.5,1155.0,33.971,493.0,14.5,253.0,7.441,125.0,3.676,409.0,12.029,486.0,14.294,1.0,31.0,3.0,0.912,16.0,2.0,0.889
2008,Duke,2692.0,84.125,920.0,1976.0,0.466,297.0,773.0,0.384,555.0,799.0,0.695,357.0,11.156,739.0,23.094,1095.0,34.219,482.0,15.062,278.0,8.688,128.0,4.0,428.0,13.375,613.0,19.156,2.0,26.0,6.0,0.812,13.0,3.0,0.812
2008,Davidson,2517.0,78.656,934.0,1976.0,0.473,291.0,801.0,0.363,358.0,498.0,0.719,337.0,10.531,769.0,24.031,1105.0,34.531,553.0,17.281,259.0,8.094,111.0,3.469,389.0,12.156,587.0,18.344,10.0,29.0,3.0,0.906,20.0,0.0,1.0
2008,Western Kentucky,2534.0,76.788,906.0,1914.0,0.473,241.0,619.0,0.389,481.0,689.0,0.698,381.0,11.545,706.0,21.394,1087.0,32.939,417.0,12.636,259.0,7.848,121.0,3.667,463.0,14.03,696.0,21.091,12.0,28.0,5.0,0.848,16.0,2.0,0.889
2008,Xavier,2486.0,75.333,840.0,1759.0,0.478,256.0,653.0,0.392,550.0,733.0,0.75,338.0,10.242,780.0,23.636,1118.0,33.879,513.0,15.545,184.0,5.576,114.0,3.455,429.0,13.0,572.0,17.333,3.0,27.0,6.0,0.818,14.0,2.0,0.875
2008,West Virginia,2546.0,74.882,902.0,1986.0,0.454,248.0,702.0,0.353,494.0,724.0,0.682,361.0,10.618,760.0,22.353,1122.0,33.0,527.0,15.5,245.0,7.206,174.0,5.118,374.0,11.0,646.0,19.0,7.0,25.0,9.0,0.735,11.0,7.0,0.611
2008,Boise State,2706.0,82.0,968.0,1902.0,0.509,267.0,673.0,0.397,503.0,756.0,0.665,299.0,9.061,816.0,24.727,1115.0,33.788,590.0,17.879,210.0,6.364,80.0,2.424,502.0,15.212,578.0,17.515,14.0,25.0,8.0,0.758,12.0,4.0,0.75
2008,Pittsburgh,2595.0,74.143,948.0,2064.0,0.459,215.0,632.0,0.34,484.0,736.0,0.658,459.0,13.114,767.0,21.914,1226.0,35.029,557.0,15.914,238.0,6.8,115.0,3.286,425.0,12.143,566.0,16.171,4.0,25.0,10.0,0.714,10.0,8.0,0.556
2008,Vanderbilt,2659.0,80.576,903.0,1934.0,0.467,299.0,740.0,0.404,554.0,753.0,0.736,314.0,9.515,776.0,23.515,1090.0,33.03,594.0,18.0,198.0,6.0,118.0,3.576,473.0,14.333,600.0,18.182,4.0,25.0,8.0,0.758,10.0,6.0,0.625
2008,Belmont,2644.0,80.121,912.0,2019.0,0.452,349.0,956.0,0.365,471.0,674.0,0.699,368.0,11.152,755.0,22.879,1124.0,34.061,575.0,17.424,283.0,8.576,63.0,1.909,479.0,14.515,605.0,18.333,15.0,25.0,8.0,0.758,14.0,2.0,0.875
2008,Cal State Fullerton,2644.0,82.625,953.0,2002.0,0.476,278.0,720.0,0.386,460.0,652.0,0.706,357.0,11.156,733.0,22.906,1091.0,34.094,498.0,15.562,287.0,8.969,50.0,1.562,429.0,13.406,604.0,18.875,14.0,24.0,8.0,0.75,12.0,4.0,0.75
2008,Clemson,2624.0,79.515,977.0,2131.0,0.458,262.0,695.0,0.377,408.0,654.0,0.624,486.0,14.727,719.0,21.788,1206.0,36.545,526.0,15.939,326.0,9.879,182.0,5.515,479.0,14.515,639.0,19.364,5.0,23.0,10.0,0.697,10.0,6.0,0.625
2008,Marquette,2503.0,75.848,875.0,1957.0,0.447,231.0,654.0,0.353,522.0,744.0,0.702,397.0,12.03,739.0,22.394,1135.0,34.394,490.0,14.848,317.0,9.606,126.0,3.818,426.0,12.909,689.0,20.879,6.0,24.0,9.0,0.727,11.0,7.0,0.611
2008,Siena,2458.0,76.812,882.0,1956.0,0.451,224.0,585.0,0.383,470.0,688.0,0.683,332.0,10.375,663.0,20.719,995.0,31.094,464.0,14.5,302.0,9.438,115.0,3.594,348.0,10.875,494.0,15.438,13.0,23.0,9.0,0.719,13.0,5.0,0.722
2008,Louisville,2302.0,71.938,816.0,1800.0,0.453,241.0,704.0,0.342,429.0,655.0,0.655,352.0,11.0,807.0,25.219,1160.0,36.25,474.0,14.812,259.0,8.094,157.0,4.906,424.0,13.25,582.0,18.188,3.0,25.0,7.0,0.781,14.0,4.0,0.778
2008,Notre Dame,2499.0,80.613,875.0,1905.0,0.459,262.0,639.0,0.41,487.0,662.0,0.736,366.0,11.806,839.0,27.065,1206.0,38.903,587.0,18.935,198.0,6.387,117.0,3.774,401.0,12.935,465.0,15.0,5.0,24.0,7.0,0.774,14.0,4.0,0.778
2008,Baylor,2522.0,81.355,871.0,1910.0,0.456,267.0,699.0,0.382,513.0,691.0,0.742,323.0,10.419,754.0,24.323,1077.0,34.742,377.0,12.161,228.0,7.355,137.0,4.419,388.0,12.516,649.0,20.935,11.0,21.0,10.0,0.677,9.0,7.0,0.562
2008,Arkansas,2430.0,73.636,882.0,1895.0,0.465,194.0,573.0,0.339,472.0,702.0,0.672,397.0,12.03,770.0,23.333,1167.0,35.364,480.0,14.545,231.0,7.0,176.0,5.333,505.0,15.303,627.0,19.0,9.0,23.0,10.0,0.697,9.0,7.0,0.562
2008,Austin Peay,2536.0,74.588,838.0,1858.0,0.451,267.0,692.0,0.386,593.0,829.0,0.715,312.0,9.176,691.0,20.324,1004.0,29.529,491.0,14.441,331.0,9.735,74.0,2.176,426.0,12.529,597.0,17.559,15.0,24.0,10.0,0.706,16.0,4.0,0.8
2008,Brigham Young,2518.0,74.059,882.0,1916.0,0.46,278.0,742.0,0.375,476.0,723.0,0.658,309.0,9.088,921.0,27.088,1230.0,36.176,574.0,16.882,201.0,5.912,134.0,3.941,485.0,14.265,603.0,17.735,8.0,26.0,8.0,0.765,14.0,2.0,0.875
2008,Kansas State,2439.0,78.677,866.0,1954.0,0.443,203.0,633.0,0.321,504.0,732.0,0.689,461.0,14.871,739.0,23.839,1201.0,38.742,492.0,15.871,238.0,7.677,111.0,3.581,472.0,15.226,622.0,20.065,11.0,21.0,10.0,0.677,10.0,6.0,0.625
2008,Michigan State,2353.0,71.303,869.0,1811.0,0.48,164.0,440.0,0.373,451.0,617.0,0.731,375.0,11.364,766.0,23.212,1142.0,34.606,582.0,17.636,201.0,6.091,144.0,4.364,440.0,13.333,600.0,18.182,5.0,26.0,7.0,0.788,12.0,6.0,0.667
2008,Connecticut,2487.0,77.719,843.0,1822.0,0.463,165.0,459.0,0.359,636.0,885.0,0.719,392.0,12.25,853.0,26.656,1244.0,38.875,474.0,14.812,184.0,5.75,281.0,8.781,432.0,13.5,487.0,15.219,4.0,23.0,9.0,0.719,13.0,5.0,0.722
2008,Stanford,2332.0,70.667,820.0,1827.0,0.449,178.0,495.0,0.36,514.0,739.0,0.696,404.0,12.242,804.0,24.364,1207.0,36.576,469.0,14.212,144.0,4.364,172.0,5.212,397.0,12.03,566.0,17.152,3.0,26.0,7.0,0.788,13.0,5.0,0.722
2008,Texas A&M,2432.0,71.529,862.0,1848.0,0.466,201.0,562.0,0.358,507.0,796.0,0.637,362.0,10.647,882.0,25.941,1243.0,36.559,456.0,13.412,154.0,4.529,143.0,4.206,430.0,12.647,580.0,17.059,9.0,25.0,9.0,0.735,8.0,8.0,0.5
2008,Villanova,2331.0,72.844,795.0,1854.0,0.429,226.0,660.0,0.342,515.0,712.0,0.723,384.0,12.0,684.0,21.375,1068.0,33.375,438.0,13.688,259.0,8.094,93.0,2.906,447.0,13.969,665.0,20.781,12.0,21.0,11.0,0.656,9.0,9.0,0.5
2008,Miami (FL),2380.0,74.375,814.0,1858.0,0.438,221.0,572.0,0.386,531.0,717.0,0.741,384.0,12.0,745.0,23.281,1130.0,35.312,424.0,13.25,191.0,5.969,150.0,4.688,426.0,13.312,599.0,18.719,7.0,22.0,10.0,0.688,8.0,8.0,0.5
2008,Gonzaga,2446.0,76.438,863.0,1782.0,0.484,208.0,559.0,0.372,512.0,716.0,0.715,328.0,10.25,798.0,24.938,1127.0,35.219,465.0,14.531,242.0,7.562,152.0,4.75,451.0,14.094,564.0,17.625,7.0,24.0,8.0,0.75,13.0,1.0,0.929
2008,Mississippi State,2339.0,73.094,835.0,1811.0,0.461,223.0,667.0,0.334,446.0,693.0,0.644,359.0,11.219,878.0,27.438,1236.0,38.625,423.0,13.219,192.0,6.0,254.0,7.938,480.0,15.0,530.0,16.562,8.0,22.0,10.0,0.688,12.0,4.0,0.75
2008,Saint Joseph's,2420.0,73.333,835.0,1751.0,0.477,241.0,626.0,0.385,509.0,701.0,0.726,300.0,9.091,694.0,21.03,994.0,30.121,491.0,14.879,238.0,7.212,154.0,4.667,412.0,12.485,574.0,17.394,11.0,21.0,12.0,0.636,9.0,7.0,0.562
2008,South Alabama,2419.0,75.594,820.0,1727.0,0.475,216.0,592.0,0.365,565.0,794.0,0.712,366.0,11.438,759.0,23.719,1125.0,35.156,501.0,15.656,197.0,6.156,98.0,3.062,442.0,13.812,553.0,17.281,10.0,26.0,6.0,0.812,16.0,2.0,0.889
2008,Indiana,2404.0,75.125,811.0,1750.0,0.463,211.0,609.0,0.346,571.0,748.0,0.763,344.0,10.75,812.0,25.375,1156.0,36.125,422.0,13.188,225.0,7.031,122.0,3.812,433.0,13.531,551.0,17.219,8.0,24.0,8.0,0.75,14.0,4.0,0.778
2008,Temple,2396.0,72.606,836.0,1774.0,0.471,260.0,699.0,0.372,464.0,626.0,0.741,256.0,7.758,753.0,22.818,1008.0,30.545,498.0,15.091,207.0,6.273,146.0,4.424,411.0,12.455,590.0,17.879,12.0,21.0,12.0,0.636,11.0,5.0,0.688
2008,Oregon,2381.0,76.806,836.0,1724.0,0.485,270.0,673.0,0.401,439.0,637.0,0.689,275.0,8.871,703.0,22.677,979.0,31.581,462.0,14.903,142.0,4.581,79.0,2.548,390.0,12.581,560.0,18.065,9.0,18.0,13.0,0.581,9.0,9.0,0.5
2008,UMBC,2403.0,75.094,853.0,1878.0,0.454,240.0,610.0,0.393,457.0,627.0,0.729,325.0,10.156,678.0,21.188,1003.0,31.344,492.0,15.375,197.0,6.156,114.0,3.562,303.0,9.469,519.0,16.219,15.0,24.0,8.0,0.75,13.0,3.0,0.812
2008,Arizona,2378.0,72.061,822.0,1719.0,0.478,215.0,551.0,0.39,519.0,695.0,0.747,255.0,7.727,709.0,21.485,964.0,29.212,514.0,15.576,186.0,5.636,117.0,3.545,396.0,12.0,542.0,16.424,10.0,19.0,14.0,0.576,8.0,10.0,0.444
2008,UNLV,2313.0,70.091,803.0,1897.0,0.423,253.0,756.0,0.335,454.0,610.0,0.744,314.0,9.515,757.0,22.939,1071.0,32.455,488.0,14.788,261.0,7.909,98.0,2.97,340.0,10.303,569.0,17.242,8.0,26.0,7.0,0.788,12.0,4.0,0.75
2008,Drake,2341.0,73.156,790.0,1760.0,0.449,294.0,798.0,0.368,467.0,618.0,0.756,335.0,10.469,673.0,21.031,1008.0,31.5,467.0,14.594,244.0,7.625,81.0,2.531,373.0,11.656,471.0,14.719,5.0,27.0,5.0,0.844,15.0,3.0,0.833
2008,Portland State,2377.0,74.281,825.0,1768.0,0.467,285.0,725.0,0.393,442.0,654.0,0.676,336.0,10.5,680.0,21.25,1016.0,31.75,511.0,15.969,223.0,6.969,105.0,3.281,463.0,14.469,572.0,17.875,16.0,23.0,9.0,0.719,14.0,2.0,0.875
2008,Texas-Arlington,2359.0,73.719,844.0,1765.0,0.478,197.0,564.0,0.349,474.0,720.0,0.658,310.0,9.688,841.0,26.281,1150.0,35.938,451.0,14.094,213.0,6.656,84.0,2.625,547.0,17.094,626.0,19.562,16.0,21.0,11.0,0.656,7.0,9.0,0.438
2008,Wisconsin,2222.0,67.333,775.0,1721.0,0.45,192.0,535.0,0.359,480.0,677.0,0.709,345.0,10.455,774.0,23.455,1118.0,33.879,423.0,12.818,208.0,6.303,110.0,3.333,388.0,11.758,473.0,14.333,3.0,28.0,5.0,0.848,16.0,2.0,0.889
